mgi_symbol	ensembl_gene_id	hgnc_symbol
Masp1	ENSG00000127241	MASP1
Masp2	ENSG00000009724	MASP2
Mast1	ENSG00000105613	MAST1
Mast2	ENSG00000086015	MAST2
Mast3	ENSG00000099308	MAST3
Mast4	ENSG00000069020	MAST4
Mastl	ENSG00000120539	MASTL
Mat1a	ENSG00000151224	MAT1A
Mat2a	ENSG00000168906	MAT2A
Mat2b	ENSG00000038274	MAT2B
Matk	ENSG00000007264	MATK
Matn1	ENSG00000162510	MATN1
Matn2	ENSG00000132561	MATN2
Matn3	ENSG00000132031	MATN3
Matn4	ENSG00000124159	MATN4
Matr3	ENSG00000015479	MATR3
Mau2	ENSG00000129933	MAU2
Mavs	ENSG00000088888	MAVS
Max	ENSG00000125952	MAX
Maz	ENSG00000103495	MAZ
Mb	ENSG00000198125	MB
Mb21d2	ENSG00000180611	MB21D2
Mbd1	ENSG00000141644	MBD1
Mbd2	ENSG00000134046	MBD2
Mbd3	ENSG00000071655	MBD3
Mbd3l1	ENSG00000170948	MBD3L1
Mbd4	ENSG00000129071	MBD4
Mbd5	ENSG00000204406	MBD5
Mbd6	ENSG00000166987	MBD6
Mbip	ENSG00000151332	MBIP
Mbl1	ENSG00000242600	MBL1P
Mbl2	ENSG00000165471	MBL2
Mblac1	ENSG00000214309	MBLAC1
Mblac2	ENSG00000176055	MBLAC2
Mbnl1	ENSG00000152601	MBNL1
Mbnl2	ENSG00000139793	MBNL2
Mboat1	ENSG00000172197	MBOAT1
Mboat2	ENSG00000143797	MBOAT2
Mboat4	ENSG00000177669	MBOAT4
Mboat7	ENSG00000125505	MBOAT7
Mbp	ENSG00000197971	MBP
Mbtd1	ENSG00000011258	MBTD1
Mbtps1	ENSG00000140943	MBTPS1
Mc1r	ENSG00000258839	MC1R
Mc2r	ENSG00000185231	MC2R
Mc3r	ENSG00000124089	MC3R
Mc4r	ENSG00000166603	MC4R
Mc5r	ENSG00000176136	MC5R
Mcam	ENSG00000076706	MCAM
Mcat	ENSG00000100294	MCAT
Mcc	ENSG00000171444	MCC
Mccc1	ENSG00000078070	MCCC1
Mccc2	ENSG00000131844	MCCC2
Mcee	ENSG00000124370	MCEE
Mcemp1	ENSG00000183019	MCEMP1
Mcf2	ENSG00000101977	MCF2
Mcf2l	ENSG00000126217	MCF2L
Mcfd2	ENSG00000180398	MCFD2
Mchr1	ENSG00000128285	MCHR1
Mcidas	ENSG00000234602	MCIDAS
Mcl1	ENSG00000143384	MCL1
Mcm10	ENSG00000065328	MCM10
Mcm2	ENSG00000073111	MCM2
Mcm3	ENSG00000112118	MCM3
Mcm3ap	ENSG00000160294	MCM3AP
Mcm4	ENSG00000104738	MCM4
Mcm5	ENSG00000100297	MCM5
Mcm6	ENSG00000076003	MCM6
Mcm7	ENSG00000166508	MCM7
Mcm8	ENSG00000125885	MCM8
Mcm9	ENSG00000111877	MCM9
Mcmbp	ENSG00000197771	MCMBP
Mcmdc2	ENSG00000178460	MCMDC2
Mcoln1	ENSG00000090674	MCOLN1
Mcoln3	ENSG00000055732	MCOLN3
Mcph1	ENSG00000147316	MCPH1
Mcrs1	ENSG00000187778	MCRS1
Mctp1	ENSG00000175471	MCTP1
Mctp2	ENSG00000140563	MCTP2
Mcts1	ENSG00000232119	MCTS1
Mcts2	ENSG00000101898	MCTS2
Mcu	ENSG00000156026	MCU
Mcur1	ENSG00000050393	MCUR1
Mdc1	ENSG00000137337	MDC1
Mdfi	ENSG00000112559	MDFI
Mdfic	ENSG00000135272	MDFIC
Mdga1	ENSG00000112139	MDGA1
Mdga2	ENSG00000139915	MDGA2
Mdh1	ENSG00000014641	MDH1
Mdh1b	ENSG00000138400	MDH1B
Mdh2	ENSG00000146701	MDH2
Mdk	ENSG00000110492	MDK
Mdm1	ENSG00000111554	MDM1
Mdm2	ENSG00000135679	MDM2
Mdm4	ENSG00000198625	MDM4
Mdn1	ENSG00000112159	MDN1
Mdp1	ENSG00000213920	MDP1
Me1	ENSG00000065833	ME1
Me2	ENSG00000082212	ME2
Me3	ENSG00000151376	ME3
Mea1	ENSG00000124733	MEA1
Meaf6	ENSG00000163875	MEAF6
Mecp2	ENSG00000169057	MECP2
Mecr	ENSG00000116353	MECR
Med1	ENSG00000125686	MED1
Med10	ENSG00000133398	MED10
Med11	ENSG00000161920	MED11
Med12	ENSG00000184634	MED12
Med13	ENSG00000108510	MED13
Med13l	ENSG00000123066	MED13L
Med14	ENSG00000180182	MED14
Med15	ENSG00000099917	MED15
Med16	ENSG00000175221	MED16
Med17	ENSG00000042429	MED17
Med18	ENSG00000130772	MED18
Med19	ENSG00000156603	MED19
Med20	ENSG00000124641	MED20
Med21	ENSG00000152944	MED21
Med22	ENSG00000148297	MED22
Med23	ENSG00000112282	MED23
Med24	ENSG00000008838	MED24
Med25	ENSG00000104973	MED25
Med26	ENSG00000105085	MED26
Med27	ENSG00000160563	MED27
Med28	ENSG00000118579	MED28
Med29	ENSG00000063322	MED29
Med30	ENSG00000164758	MED30
Med31	ENSG00000108590	MED31
Med4	ENSG00000136146	MED4
Med7	ENSG00000155868	MED7
Med8	ENSG00000159479	MED8
Med9	ENSG00000141026	MED9
Medag	ENSG00000102802	MEDAG
Mef2a	ENSG00000068305	MEF2A
Mef2b	ENSG00000213999	MEF2B
Mef2d	ENSG00000116604	MEF2D
Mefv	ENSG00000103313	MEFV
Megf10	ENSG00000145794	MEGF10
Megf6	ENSG00000162591	MEGF6
Megf8	ENSG00000105429	MEGF8
Megf9	ENSG00000106780	MEGF9
Mei1	ENSG00000167077	MEI1
Mei4	ENSG00000269964	MEI4
Meig1	ENSG00000197889	MEIG1
Meikin	ENSG00000239642	MEIKIN
Meiob	ENSG00000162039	MEIOB
Meis1	ENSG00000143995	MEIS1
Meis2	ENSG00000134138	MEIS2
Meis3	ENSG00000105419	MEIS3
Melk	ENSG00000165304	MELK
Memo1	ENSG00000162959	MEMO1
Men1	ENSG00000133895	MEN1
Meox1	ENSG00000005102	MEOX1
Meox2	ENSG00000106511	MEOX2
Mep1b	ENSG00000141434	MEP1B
Mepce	ENSG00000146834	MEPCE
Mepe	ENSG00000152595	MEPE
Mertk	ENSG00000153208	MERTK
Mesp1	ENSG00000166823	MESP1
Mesp2	ENSG00000188095	MESP2
Mest	ENSG00000106484	MEST
Met	ENSG00000105976	MET
Metap1	ENSG00000164024	METAP1
Metap1d	ENSG00000172878	METAP1D
Metap2	ENSG00000111142	METAP2
Metrn	ENSG00000103260	METRN
Metrnl	ENSG00000176845	METRNL
Mettl1	ENSG00000037897	METTL1
Mettl13	ENSG00000010165	METTL13
Mettl14	ENSG00000145388	METTL14
Mettl15	ENSG00000169519	METTL15
Mettl16	ENSG00000127804	METTL16
Mettl17	ENSG00000165792	METTL17
Mettl18	ENSG00000171806	METTL18
Mettl2	ENSG00000087995	METTL2A
Mettl21a	ENSG00000144401	METTL21A
Mettl21c	ENSG00000139780	METTL21C
Mettl21e	ENSG00000250878	METTL21EP
Mettl22	ENSG00000067365	METTL22
Mettl23	ENSG00000181038	METTL23
Mettl24	ENSG00000053328	METTL24
Mettl25	ENSG00000127720	METTL25
Mettl3	ENSG00000165819	METTL3
Mettl4	ENSG00000101574	METTL4
Mettl5	ENSG00000138382	METTL5
Mettl6	ENSG00000206562	METTL6
Mettl8	ENSG00000123600	METTL8
Mettl9	ENSG00000197006	METTL9
Mex3a	ENSG00000254726	MEX3A
Mex3b	ENSG00000183496	MEX3B
Mex3c	ENSG00000176624	MEX3C
Mex3d	ENSG00000181588	MEX3D
Mfap2	ENSG00000117122	MFAP2
Mfap3	ENSG00000037749	MFAP3
Mfap3l	ENSG00000198948	MFAP3L
Mfap4	ENSG00000166482	MFAP4
Mfap5	ENSG00000197614	MFAP5
Mff	ENSG00000168958	MFF
Mfge8	ENSG00000140545	MFGE8
Mfhas1	ENSG00000147324	MFHAS1
Mfn1	ENSG00000171109	MFN1
Mfn2	ENSG00000116688	MFN2
Mfng	ENSG00000100060	MFNG
Mfrp	ENSG00000235718	MFRP
Mfsd1	ENSG00000118855	MFSD1
Mfsd10	ENSG00000109736	MFSD10
Mfsd11	ENSG00000092931	MFSD11
Mfsd12	ENSG00000161091	MFSD12
Mfsd2a	ENSG00000168389	MFSD2A
Mfsd2b	ENSG00000205639	MFSD2B
Mfsd3	ENSG00000167700	MFSD3
Mfsd5	ENSG00000182544	MFSD5
Mfsd6	ENSG00000151690	MFSD6
Mfsd6l	ENSG00000185156	MFSD6L
Mfsd8	ENSG00000164073	MFSD8
Mfsd9	ENSG00000135953	MFSD9
Mga	ENSG00000174197	MGA
Mgam	ENSG00000257335	MGAM
Mgarp	ENSG00000137463	MGARP
Mgat1	ENSG00000131446	MGAT1
Mgat2	ENSG00000168282	MGAT2
Mgat3	ENSG00000128268	MGAT3
Mgat4a	ENSG00000071073	MGAT4A
Mgat4b	ENSG00000161013	MGAT4B
Mgat4c	ENSG00000182050	MGAT4C
Mgat4d	ENSG00000205301	MGAT4D
Mgat4e	ENSG00000184774	MGAT4EP
Mgat5	ENSG00000152127	MGAT5
Mgat5b	ENSG00000167889	MGAT5B
Mgll	ENSG00000074416	MGLL
Mgme1	ENSG00000125871	MGME1
Mgmt	ENSG00000170430	MGMT
Mgp	ENSG00000111341	MGP
Mgrn1	ENSG00000102858	MGRN1
Mgst1	ENSG00000008394	MGST1
Mgst2	ENSG00000085871	MGST2
Mgst3	ENSG00000143198	MGST3
Mia	ENSG00000261857	MIA
Mib1	ENSG00000101752	MIB1
Mib2	ENSG00000197530	MIB2
Mical1	ENSG00000135596	MICAL1
Mical3	ENSG00000243156	MICAL3
Micall1	ENSG00000100139	MICALL1
Micall2	ENSG00000164877	MICALL2
Micu1	ENSG00000107745	MICU1
Micu2	ENSG00000165487	MICU2
Micu3	ENSG00000155970	MICU3
Mid1	ENSG00000101871	MID1
Mid1ip1	ENSG00000165175	MID1IP1
Mid2	ENSG00000080561	MID2
Mien1	ENSG00000141741	MIEN1
Mier1	ENSG00000198160	MIER1
Mier2	ENSG00000105556	MIER2
Mier3	ENSG00000155545	MIER3
Mif	ENSG00000240972	MIF
Mif4gd	ENSG00000125457	MIF4GD
Miip	ENSG00000116691	MIIP
Mill1	ENSG00000204520	MICA
Milr1	ENSG00000271605	MILR1
Mink1	ENSG00000141503	MINK1
Minpp1	ENSG00000107789	MINPP1
Mios	ENSG00000164654	MIOS
Miox	ENSG00000100253	MIOX
Mip	ENSG00000135517	MIP
Mipep	ENSG00000027001	MIPEP
Mipol1	ENSG00000151338	MIPOL1
Mis12	ENSG00000167842	MIS12
Mis18a	ENSG00000159055	MIS18A
Mis18bp1	ENSG00000129534	MIS18BP1
Misp	ENSG00000099812	MISP
Mitd1	ENSG00000158411	MITD1
Mitf	ENSG00000187098	MITF
Mixl1	ENSG00000185155	MIXL1
Mki67	ENSG00000148773	MKI67
Mkks	ENSG00000125863	MKKS
Mkln1	ENSG00000128585	MKLN1
Mknk1	ENSG00000079277	MKNK1
Mknk2	ENSG00000099875	MKNK2
Mkrn1	ENSG00000133606	MKRN1
Mkrn2os	ENSG00000225526	MKRN2OS
Mkrn3	ENSG00000179455	MKRN3
Mks1	ENSG00000011143	MKS1
Mkx	ENSG00000150051	MKX
Mlana	ENSG00000120215	MLANA
Mlc1	ENSG00000100427	MLC1
Mlec	ENSG00000110917	MLEC
Mlf1	ENSG00000178053	MLF1
Mlf2	ENSG00000089693	MLF2
Mlh1	ENSG00000076242	MLH1
Mlip	ENSG00000146147	MLIP
Mlkl	ENSG00000168404	MLKL
Mllt1	ENSG00000130382	MLLT1
Mllt10	ENSG00000078403	MLLT10
Mllt11	ENSG00000213190	MLLT11
Mllt3	ENSG00000171843	MLLT3
Mllt6	ENSG00000275023	MLLT6
Mlph	ENSG00000115648	MLPH
Mlst8	ENSG00000167965	MLST8
Mlx	ENSG00000108788	MLX
Mlxip	ENSG00000175727	MLXIP
Mlxipl	ENSG00000009950	MLXIPL
Mlycd	ENSG00000103150	MLYCD
Mmaa	ENSG00000151611	MMAA
Mmab	ENSG00000139428	MMAB
Mmachc	ENSG00000132763	MMACHC
Mmadhc	ENSG00000168288	MMADHC
Mmd	ENSG00000108960	MMD
Mmd2	ENSG00000136297	MMD2
Mme	ENSG00000196549	MME
Mmel1	ENSG00000142606	MMEL1
Mmgt1	ENSG00000169446	MMGT1
Mmp10	ENSG00000166670	MMP10
Mmp11	ENSG00000099953	MMP11
Mmp12	ENSG00000262406	MMP12
Mmp13	ENSG00000137745	MMP13
Mmp14	ENSG00000157227	MMP14
Mmp15	ENSG00000102996	MMP15
Mmp16	ENSG00000156103	MMP16
Mmp17	ENSG00000198598	MMP17
Mmp19	ENSG00000123342	MMP19
Mmp2	ENSG00000087245	MMP2
Mmp20	ENSG00000137674	MMP20
Mmp21	ENSG00000154485	MMP21
Mmp23	ENSG00000189409	MMP23B
Mmp24	ENSG00000125966	MMP24
Mmp25	ENSG00000008516	MMP25
Mmp27	ENSG00000137675	MMP27
Mmp3	ENSG00000149968	MMP3
Mmp7	ENSG00000137673	MMP7
Mmp8	ENSG00000118113	MMP8
Mmp9	ENSG00000100985	MMP9
Mmrn1	ENSG00000138722	MMRN1
Mmrn2	ENSG00000173269	MMRN2
Mms19	ENSG00000155229	MMS19
Mms22l	ENSG00000146263	MMS22L
Mn1	ENSG00000169184	MN1
Mnat1	ENSG00000020426	MNAT1
Mnd1	ENSG00000121211	MND1
Mns1	ENSG00000138587	MNS1
Mnt	ENSG00000070444	MNT
Mnx1	ENSG00000130675	MNX1
Moap1	ENSG00000165943	MOAP1
Mob1a	ENSG00000114978	MOB1A
Mob1b	ENSG00000173542	MOB1B
Mob2	ENSG00000182208	MOB2
Mob3a	ENSG00000172081	MOB3A
Mob3b	ENSG00000120162	MOB3B
Mob3c	ENSG00000142961	MOB3C
Mob4	ENSG00000115540	MOB4
Mobp	ENSG00000168314	MOBP
Mocos	ENSG00000075643	MOCOS
Mocs1	ENSG00000124615	MOCS1
Mocs2	ENSG00000164172	MOCS2
Mocs3	ENSG00000124217	MOCS3
Mog	ENSG00000204655	MOG
Mogat1	ENSG00000124003	MOGAT1
Mogat2	ENSG00000166391	MOGAT2
Mogs	ENSG00000115275	MOGS
Mon1a	ENSG00000164077	MON1A
Mon1b	ENSG00000103111	MON1B
Mon2	ENSG00000061987	MON2
Morc1	ENSG00000114487	MORC1
Morc3	ENSG00000159256	MORC3
Morc4	ENSG00000133131	MORC4
Morf4l1	ENSG00000185787	MORF4L1
Morf4l2	ENSG00000123562	MORF4L2
Morn1	ENSG00000116151	MORN1
Morn2	ENSG00000188010	MORN2
Morn3	ENSG00000139714	MORN3
Morn4	ENSG00000171160	MORN4
Morn5	ENSG00000185681	MORN5
Mospd1	ENSG00000101928	MOSPD1
Mospd2	ENSG00000130150	MOSPD2
Mospd3	ENSG00000106330	MOSPD3
Mov10	ENSG00000155363	MOV10
Mov10l1	ENSG00000073146	MOV10L1
Moxd1	ENSG00000079931	MOXD1
Mpc1	ENSG00000060762	MPC1
Mpc2	ENSG00000143158	MPC2
Mpdu1	ENSG00000129255	MPDU1
Mpg	ENSG00000103152	MPG
Mphosph10	ENSG00000124383	MPHOSPH10
Mphosph6	ENSG00000135698	MPHOSPH6
Mphosph8	ENSG00000196199	MPHOSPH8
Mphosph9	ENSG00000051825	MPHOSPH9
Mpi	ENSG00000178802	MPI
Mpl	ENSG00000117400	MPL
Mpnd	ENSG00000008382	MPND
Mpo	ENSG00000005381	MPO
Mpp1	ENSG00000130830	MPP1
Mpp2	ENSG00000108852	MPP2
Mpp3	ENSG00000161647	MPP3
Mpp4	ENSG00000082126	MPP4
Mpp7	ENSG00000150054	MPP7
Mppe1	ENSG00000154889	MPPE1
Mpped1	ENSG00000186732	MPPED1
Mpped2	ENSG00000066382	MPPED2
Mprip	ENSG00000133030	MPRIP
Mpst	ENSG00000128309	MPST
Mpv17	ENSG00000115204	MPV17
Mpv17l	ENSG00000156968	MPV17L
Mpv17l2	ENSG00000254858	MPV17L2
Mpz	ENSG00000158887	MPZ
Mpzl1	ENSG00000197965	MPZL1
Mpzl2	ENSG00000149573	MPZL2
Mpzl3	ENSG00000160588	MPZL3
Mr1	ENSG00000153029	MR1
Mrap	ENSG00000170262	MRAP
Mrap2	ENSG00000135324	MRAP2
Mras	ENSG00000158186	MRAS
Mrc1	ENSG00000260314	MRC1
Mrc2	ENSG00000011028	MRC2
Mre11a	ENSG00000020922	MRE11
Mreg	ENSG00000118242	MREG
Mrgbp	ENSG00000101189	MRGBP
Mrgpra4	ENSG00000179817	MRGPRX4
Mrgprd	ENSG00000172938	MRGPRD
Mrgpre	ENSG00000184350	MRGPRE
Mrgprf	ENSG00000172935	MRGPRF
Mrgprg	ENSG00000182170	MRGPRG
Mri1	ENSG00000037757	MRI1
Mrm1	ENSG00000278619	MRM1
Mroh1	ENSG00000179832	MROH1
Mroh2a	ENSG00000185038	MROH2A
Mroh2b	ENSG00000171495	MROH2B
Mroh5	ENSG00000226807	MROH5
Mroh6	ENSG00000204839	MROH6
Mroh7	ENSG00000184313	MROH7
Mroh8	ENSG00000101353	MROH8
Mroh9	ENSG00000117501	MROH9
Mrpl1	ENSG00000169288	MRPL1
Mrpl10	ENSG00000159111	MRPL10
Mrpl11	ENSG00000174547	MRPL11
Mrpl12	ENSG00000262814	MRPL12
Mrpl13	ENSG00000172172	MRPL13
Mrpl14	ENSG00000180992	MRPL14
Mrpl15	ENSG00000137547	MRPL15
Mrpl16	ENSG00000166902	MRPL16
Mrpl17	ENSG00000158042	MRPL17
Mrpl18	ENSG00000112110	MRPL18
Mrpl19	ENSG00000115364	MRPL19
Mrpl2	ENSG00000112651	MRPL2
Mrpl20	ENSG00000242485	MRPL20
Mrpl22	ENSG00000082515	MRPL22
Mrpl23	ENSG00000214026	MRPL23
Mrpl24	ENSG00000143314	MRPL24
Mrpl27	ENSG00000108826	MRPL27
Mrpl28	ENSG00000086504	MRPL28
Mrpl3	ENSG00000114686	MRPL3
Mrpl30	ENSG00000185414	MRPL30
Mrpl32	ENSG00000106591	MRPL32
Mrpl33	ENSG00000243147	MRPL33
Mrpl34	ENSG00000130312	MRPL34
Mrpl35	ENSG00000132313	MRPL35
Mrpl36	ENSG00000171421	MRPL36
Mrpl37	ENSG00000116221	MRPL37
Mrpl38	ENSG00000204316	MRPL38
Mrpl39	ENSG00000154719	MRPL39
Mrpl4	ENSG00000105364	MRPL4
Mrpl40	ENSG00000185608	MRPL40
Mrpl41	ENSG00000182154	MRPL41
Mrpl42	ENSG00000198015	MRPL42
Mrpl43	ENSG00000055950	MRPL43
Mrpl44	ENSG00000135900	MRPL44
Mrpl45	ENSG00000278845	MRPL45
Mrpl46	ENSG00000259494	MRPL46
Mrpl47	ENSG00000136522	MRPL47
Mrpl48	ENSG00000175581	MRPL48
Mrpl49	ENSG00000149792	MRPL49
Mrpl50	ENSG00000136897	MRPL50
Mrpl51	ENSG00000111639	MRPL51
Mrpl52	ENSG00000172590	MRPL52
Mrpl53	ENSG00000204822	MRPL53
Mrpl54	ENSG00000183617	MRPL54
Mrpl55	ENSG00000162910	MRPL55
Mrpl9	ENSG00000143436	MRPL9
Mrps10	ENSG00000048544	MRPS10
Mrps11	ENSG00000181991	MRPS11
Mrps12	ENSG00000128626	MRPS12
Mrps14	ENSG00000120333	MRPS14
Mrps15	ENSG00000116898	MRPS15
Mrps16	ENSG00000182180	MRPS16
Mrps17	ENSG00000239789	MRPS17
Mrps18a	ENSG00000096080	MRPS18A
Mrps18b	ENSG00000204568	MRPS18B
Mrps18c	ENSG00000163319	MRPS18C
Mrps2	ENSG00000122140	MRPS2
Mrps21	ENSG00000266472	MRPS21
Mrps22	ENSG00000175110	MRPS22
Mrps23	ENSG00000181610	MRPS23
Mrps24	ENSG00000062582	MRPS24
Mrps25	ENSG00000131368	MRPS25
Mrps26	ENSG00000125901	MRPS26
Mrps27	ENSG00000113048	MRPS27
Mrps28	ENSG00000147586	MRPS28
Mrps30	ENSG00000112996	MRPS30
Mrps31	ENSG00000102738	MRPS31
Mrps33	ENSG00000090263	MRPS33
Mrps34	ENSG00000074071	MRPS34
Mrps35	ENSG00000061794	MRPS35
Mrps36	ENSG00000134056	MRPS36
Mrps5	ENSG00000144029	MRPS5
Mrps6	ENSG00000243927	MRPS6
Mrps7	ENSG00000125445	MRPS7
Mrps9	ENSG00000135972	MRPS9
Mrrf	ENSG00000148187	MRRF
Mrs2	ENSG00000124532	MRS2
Mrto4	ENSG00000053372	MRTO4
Ms4a1	ENSG00000156738	MS4A1
Ms4a10	ENSG00000172689	MS4A10
Ms4a13	ENSG00000204979	MS4A13
Ms4a15	ENSG00000166961	MS4A15
Ms4a18	ENSG00000214782	MS4A18
Ms4a2	ENSG00000149534	MS4A2
Ms4a3	ENSG00000149516	MS4A3
Ms4a5	ENSG00000166930	MS4A5
Ms4a7	ENSG00000166927	MS4A7
Ms4a8a	ENSG00000166959	MS4A8
Msantd1	ENSG00000188981	MSANTD1
Msantd2	ENSG00000120458	MSANTD2
Msantd3	ENSG00000066697	MSANTD3
Msc	ENSG00000178860	MSC
Msgn1	ENSG00000151379	MSGN1
Msh2	ENSG00000095002	MSH2
Msh3	ENSG00000113318	MSH3
Msh4	ENSG00000057468	MSH4
Msh5	ENSG00000204410	MSH5
Msh6	ENSG00000116062	MSH6
Msi1	ENSG00000135097	MSI1
Msi2	ENSG00000153944	MSI2
Msl1	ENSG00000188895	MSL1
Msl3l2	ENSG00000224287	MSL3P1
Msln	ENSG00000102854	MSLN
Mslnl	ENSG00000162006	MSLNL
Msmb	ENSG00000263639	MSMB
Msmp	ENSG00000215183	MSMP
Msn	ENSG00000147065	MSN
Msr1	ENSG00000038945	MSR1
Msra	ENSG00000175806	MSRA
Msrb1	ENSG00000198736	MSRB1
Msrb2	ENSG00000148450	MSRB2
Msrb3	ENSG00000174099	MSRB3
Mss51	ENSG00000166343	MSS51
Mst1	ENSG00000173531	MST1
Mst1r	ENSG00000164078	MST1R
Mstn	ENSG00000138379	MSTN
Msto1	ENSG00000125459	MSTO1
Msx1	ENSG00000163132	MSX1
Msx2	ENSG00000120149	MSX2
Msx3	ENSG00000151650	VENTX
Mt2	ENSG00000125148	MT2A
Mt3	ENSG00000087250	MT3
Mta2	ENSG00000149480	MTA2
Mta3	ENSG00000057935	MTA3
Mtap	ENSG00000099810	MTAP
Mtbp	ENSG00000172167	MTBP
Mtch1	ENSG00000137409	MTCH1
Mtch2	ENSG00000109919	MTCH2
Mtcp1	ENSG00000214827	MTCP1
Mtdh	ENSG00000147649	MTDH
Mtf1	ENSG00000188786	MTF1
Mtf2	ENSG00000143033	MTF2
Mtfmt	ENSG00000103707	MTFMT
Mtfp1	ENSG00000242114	MTFP1
Mtfr1	ENSG00000066855	MTFR1
Mtfr1l	ENSG00000117640	MTFR1L
Mtfr2	ENSG00000146410	MTFR2
Mtg1	ENSG00000148824	MTG1
Mtg2	ENSG00000101181	MTG2
Mthfd1	ENSG00000100714	MTHFD1
Mthfd1l	ENSG00000120254	MTHFD1L
Mthfd2	ENSG00000065911	MTHFD2
Mthfd2l	ENSG00000163738	MTHFD2L
Mthfr	ENSG00000177000	MTHFR
Mthfsd	ENSG00000103248	MTHFSD
Mtif2	ENSG00000085760	MTIF2
Mtif3	ENSG00000122033	MTIF3
Mtm1	ENSG00000171100	MTM1
Mtmr1	ENSG00000063601	MTMR1
Mtmr10	ENSG00000166912	MTMR10
Mtmr11	ENSG00000014914	MTMR11
Mtmr12	ENSG00000150712	MTMR12
Mtmr14	ENSG00000163719	MTMR14
Mtmr2	ENSG00000087053	MTMR2
Mtmr3	ENSG00000100330	MTMR3
Mtmr4	ENSG00000108389	MTMR4
Mtmr6	ENSG00000139505	MTMR6
Mtmr7	ENSG00000003987	MTMR7
Mtmr9	ENSG00000104643	MTMR9
Mtnr1a	ENSG00000168412	MTNR1A
Mtnr1b	ENSG00000134640	MTNR1B
Mto1	ENSG00000135297	MTO1
Mtor	ENSG00000198793	MTOR
Mtpap	ENSG00000107951	MTPAP
Mtpn	ENSG00000105887	MTPN
Mtr	ENSG00000116984	MTR
Mtrf1	ENSG00000120662	MTRF1
Mtrf1l	ENSG00000112031	MTRF1L
Mtrr	ENSG00000124275	MTRR
Mtss1	ENSG00000170873	MTSS1
Mttp	ENSG00000138823	MTTP
Mtus1	ENSG00000129422	MTUS1
Mtx1	ENSG00000173171	MTX1
Mtx2	ENSG00000128654	MTX2
Mtx3	ENSG00000177034	MTX3
Muc1	ENSG00000185499	MUC1
Muc13	ENSG00000173702	MUC13
Muc15	ENSG00000169550	MUC15
Muc20	ENSG00000176945	MUC20
Muc4	ENSG00000145113	MUC4
Muc5ac	ENSG00000215182	MUC5AC
Muc5b	ENSG00000117983	MUC5B
Mul1	ENSG00000090432	MUL1
Mus81	ENSG00000172732	MUS81
Musk	ENSG00000030304	MUSK
Mustn1	ENSG00000272573	MUSTN1
Mutyh	ENSG00000132781	MUTYH
Mvb12a	ENSG00000141971	MVB12A
Mvb12b	ENSG00000196814	MVB12B
Mvd	ENSG00000167508	MVD
Mvk	ENSG00000110921	MVK
Mvp	ENSG00000013364	MVP
Mxd1	ENSG00000059728	MXD1
Mxd3	ENSG00000213347	MXD3
Mxd4	ENSG00000123933	MXD4
Mxi1	ENSG00000119950	MXI1
Mxra7	ENSG00000182534	MXRA7
Mxra8	ENSG00000162576	MXRA8
Myadm	ENSG00000179820	MYADM
Myadml2	ENSG00000185105	MYADML2
Myb	ENSG00000118513	MYB
Mybbp1a	ENSG00000132382	MYBBP1A
Mybl1	ENSG00000185697	MYBL1
Mybl2	ENSG00000101057	MYBL2
Mybpc1	ENSG00000196091	MYBPC1
Mybpc2	ENSG00000086967	MYBPC2
Mybpc3	ENSG00000134571	MYBPC3
Mybph	ENSG00000133055	MYBPH
Mybphl	ENSG00000221986	MYBPHL
Mycbp	ENSG00000214114	MYCBP
Mycbp2	ENSG00000005810	MYCBP2
Mycbpap	ENSG00000136449	MYCBPAP
Mycl	ENSG00000116990	MYCL
Myct1	ENSG00000120279	MYCT1
Myd88	ENSG00000172936	MYD88
Mydgf	ENSG00000074842	MYDGF
Myef2	ENSG00000104177	MYEF2
Myf5	ENSG00000111049	MYF5
Myf6	ENSG00000111046	MYF6
Myg1	ENSG00000139637	MYG1
Myh1	ENSG00000109061	MYH1
Myh10	ENSG00000133026	MYH10
Myh11	ENSG00000133392	MYH11
Myh13	ENSG00000006788	MYH13
Myh14	ENSG00000105357	MYH14
Myh15	ENSG00000144821	MYH15
Myh2	ENSG00000125414	MYH2
Myh3	ENSG00000109063	MYH3
Myh4	ENSG00000264424	MYH4
Myh6	ENSG00000197616	MYH6
Myh7	ENSG00000092054	MYH7
Myh7b	ENSG00000078814	MYH7B
Myh8	ENSG00000133020	MYH8
Myh9	ENSG00000100345	MYH9
Myl1	ENSG00000168530	MYL1
Myl10	ENSG00000106436	MYL10
Myl12b	ENSG00000118680	MYL12B
Myl2	ENSG00000111245	MYL2
Myl3	ENSG00000160808	MYL3
Myl4	ENSG00000198336	MYL4
Myl6	ENSG00000092841	MYL6
Myl6b	ENSG00000196465	MYL6B
Myl7	ENSG00000106631	MYL7
Myl9	ENSG00000101335	MYL9
Mylip	ENSG00000007944	MYLIP
Mylk	ENSG00000065534	MYLK
Mylk2	ENSG00000101306	MYLK2
Mylk3	ENSG00000140795	MYLK3
Mylk4	ENSG00000145949	MYLK4
Mylpf	ENSG00000180209	MYL11
Mynn	ENSG00000085274	MYNN
Myo10	ENSG00000145555	MYO10
Myo16	ENSG00000041515	MYO16
Myo18a	ENSG00000196535	MYO18A
Myo18b	ENSG00000133454	MYO18B
Myo19	ENSG00000278259	MYO19
Myo1a	ENSG00000166866	MYO1A
