id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Type	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc	lfc.zs	lfc.zs.rank	lfc.zs.rank.perc
HN1	ENSG00000189159	JPT1	51155	JPT1	Tregs	16	0.1164	0.35803	0.999924	6441	7	-0.066097	0.64578	0.88119	1	16847	4	-0.066097	-0.525045536163263	5045	0.26052373327824
HN1L	NA	NA	NA	NA	Tregs	16	0.16351	0.44694	0.999924	8138	5	0.0037594	0.54393	0.8311	1	15907	5	0.0037594	0.0575420720166273	9856	0.509012964206394
HNF1A	ENSG00000135100	HNF1A	6927	HNF1A	Tregs	16	0.90427	0.97427	0.999924	18740	2	0.11247	0.048882	0.19757	0.98412	3859	9	0.11247	0.964165494320108	16571	0.85584422292237
HNF1B	ENSG00000275410	HNF1B	6928	HNF1B	Tregs	16	0.73144	0.91848	0.999924	17472	4	0.024517	0.52997	0.82282	1	15737	5	0.024517	0.230656067807348	11354	0.586385000774753
HNF4A	ENSG00000101076	HNF4A	3172	HNF4A	Tregs	16	0.29007	0.6178	0.999924	11342	5	0.04596	0.20027	0.50509	0.999522	9740	5	0.04596	0.409486154702771	12869	0.664635091162647
HNF4G	ENSG00000164749	HNF4G	3174	HNF4G	Tregs	16	0.13401	0.39332	0.999924	7098	8	-0.11743	0.047344	0.19295	0.983083	3783	6	-0.11743	-0.953151904236888	2737.5	0.141315014720314
HNMT	ENSG00000150540	HNMT	3176	HNMT	Tregs	16	0.84952	0.95978	0.999924	18406	3	0.079002	0.15977	0.44276	0.998225	8549	8	0.079002	0.685049449540179	14930	0.771086204224988
HNRNPA0	ENSG00000177733	HNRNPA0	10949	HNRNPA0	Tregs	16	0.18532	0.47874	0.999924	8735	7	-0.17472	0.54536	0.83178	1	15920	2	-0.17472	-1.43093839298561	1311	0.0676617943288053
HNRNPA1	ENSG00000135486	HNRNPA1	3178	HNRNPA1	Tregs	16	0.22888	0.53937	0.999924	9880	7	-0.091975	0.084024	0.2924	0.9896	5692	5	-0.091975	-0.740862585488439	3710	0.191570683332472
HNRNPA1L2	ENSG00000139675	HNRNPA1L2	144983	HNRNPA1L2	Tregs	16	0.016057	0.083503	0.925303	1725	8	-0.15531	0.42326	0.74291	1	14230	5	-0.15531	-1.26906309630883	1687.5	0.0870822788079128
HNRNPA2B1	ENSG00000122566	HNRNPA2B1	3181	HNRNPA2B1	Tregs	16	0.90743	0.97503	0.999924	18750	3	0.19578	0.02243	0.11031	0.96463	2207	9	0.19578	1.65895328237484	18665	0.963999793399101
HNRNPA3	ENSG00000170144	HNRNPA3	220988	HNRNPA3	Tregs	16	0.35138	0.67825	0.999924	12535	3	0.098535	0.087027	0.29896	0.990115	5831	8	0.098535	0.847950540214445	15924	0.822426527555395
HNRNPAB	ENSG00000197451	HNRNPAB	3182	HNRNPAB	Tregs	16	0.1498	0.42387	0.999924	7681	8	-0.078811	0.7146	0.91432	1	17462	3	-0.078811	-0.631077608391422	4367	0.225504880946232
HNRNPC	ENSG00000092199	HNRNPC	3183	HNRNPC	Tregs	16	0.088141	0.29755	0.999924	5366	7	-0.11447	0.056413	0.21985	0.985541	4282	4	-0.11447	-0.928466129988394	2840	0.146634987862197
HNRNPCL1	ENSG00000179172	HNRNPCL1	343069	HNRNPCL1	Tregs	16	0.023178	0.11271	0.96873	2240	2	0.16046	0.1274	0.38191	0.997127	7358	7	0.16046	1.36439194911241	18070	0.933267909715407
HNRNPCL2	ENSG00000275774	HNRNPCL2	440563	HNRNPCL2	Tregs	16	0.14294	0.4107	0.999924	7445	6	0.11896	0.03845	0.16556	0.977849	3262	8	0.11896	1.01829072231765	16819.5	0.868653478642632
HNRNPCL3	ENSG00000277058	HNRNPCL3	649330	HNRNPCL3	Tregs	16	0.016445	0.085147	0.930662	1756	6	0.056487	0.11374	0.35494	0.997127	6850	8	0.056487	0.497279109268275	13588	0.701771602706472
HNRNPCL4	ENSG00000179412	HNRNPCL4	101060301	HNRNPCL4	Tregs	16	0.62499	0.86841	0.999924	16395	4	0.0497	0.28192	0.60921	1	11682	6	0.0497	0.440676964057286	13130	0.678115799803729
HNRNPD	ENSG00000138668	HNRNPD	3184	HNRNPD	Tregs	16	0.09013	0.30203	0.999924	5435	6	-0.039193	0.0066059	0.040978	0.937436	836	4	-0.039193	-0.300671863737089	6796	0.350963276690254
HNRNPDL	ENSG00000152795	HNRNPDL	9987	HNRNPDL	Tregs	16	0.68004	0.89671	0.999924	16976	3	-0.048149	0.69959	0.90715	1	17326	4	-0.048149	-0.375363010415978	6122	0.31615102525696
HNRNPF	ENSG00000169813	HNRNPF	3185	HNRNPF	Tregs	16	0.24413	0.55964	0.999924	10244	7	0.0036164	0.2197	0.53109	1	10231	7	0.0036164	0.05634948224719	9846	0.50849646195961
HNRNPH1	ENSG00000169045	HNRNPH1	3187	HNRNPH1	Tregs	16	0.095844	0.31455	0.999924	5665	6	-0.0086201	0.32804	0.66269	1	12699	4	-0.0086201	-0.0457003409256794	8942	0.461804658850266
HNRNPH2	ENSG00000126945	HNRNPH2	3188	HNRNPH2	Tregs	16	0.019987	0.10004	0.95007	2025	10	-0.1582	0.55401	0.83604	1	15993	3	-0.1582	-1.2931650853555	1615.5	0.0833634626310625
HNRNPH3	ENSG00000096746	HNRNPH3	3189	HNRNPH3	Tregs	16	0.58854	0.8493	0.999924	15967	5	0.063925	0.23725	0.55393	1	10641	7	0.063925	0.559310456856213	14056	0.725943907855999
HNRNPK	ENSG00000165119	HNRNPK	3190	HNRNPK	Tregs	16	0.38079	0.70388	0.999924	13026	4	0.15008	0.052866	0.20941	0.98412	4089	9	0.15008	1.27782494347073	17820.5	0.920355353545788
HNRNPL	ENSG00000104824	HNRNPL	3191	HNRNPL	Tregs	16	0.032001	0.14283	0.999924	2715	8	-0.15738	0.64184	0.87927	1	16800	4	-0.15738	-1.28632645870558	1636.5	0.0844481173493105
HNRNPLL	ENSG00000143889	HNRNPLL	92906	HNRNPLL	Tregs	16	0.022293	0.10958	0.96482	2180	7	-0.01499	0.42596	0.74501	1	14259	4	-0.01499	-0.098823960312666	8505	0.439233510665771
HNRNPM	ENSG00000099783	HNRNPM	4670	HNRNPM	Tregs	16	0.010942	0.060878	0.864797	1356	8	-0.15878	0.78453	0.93914	1	17977	4	-0.15878	-1.29800216274203	1600	0.0825887092608853
HNRNPR	ENSG00000125944	HNRNPR	10236	HNRNPR	Tregs	16	0.0373	0.16022	0.999924	2997	5	-0.018551	0.073216	0.26711	0.988165	5209	6	-0.018551	-0.128521947508236	8230	0.42502969887919
HNRNPU	ENSG00000153187	HNRNPU	3192	HNRNPU	Tregs	16	0.17042	0.45716	0.999924	8316	7	0.029452	0.086489	0.29777	0.9896	5810	7	0.029452	0.271812924535833	11705	0.604514229636899
HNRNPUL1	ENSG00000105323	HNRNPUL1	11100	HNRNPUL1	Tregs	16	0.030025	0.13625	0.999924	2619	8	-0.04628	0.48619	0.79105	1	15167	6	-0.04628	-0.359775945527318	6255	0.323020505139197
HNRNPUL2	ENSG00000214753	HNRNPUL2	221092	HNRNPUL2	Tregs	16	0.52103	0.81323	0.999924	15190	4	0.1999	0.019522	0.098374	0.951678	1991	9	0.1999	1.69331321139639	18712	0.96642735395899
HOGA1	ENSG00000241935	HOGA1	112817	HOGA1	Tregs	16	0.10476	0.33369	0.999924	6002	8	-0.081975	0.47967	0.78619	1	15058	4	-0.081975	-0.657464699513798	4198.5	0.216775992975569
HOMER1	ENSG00000152413	HOMER1	9456	HOMER1	Tregs	16	0.57835	0.84394	0.999924	15851	4	0.099381	0.18069	0.47824	0.998476	9220	7	0.099381	0.8550060013679	15965	0.824544186767212
HOMER2	ENSG00000103942	HOMER2	9455	HOMER2	Tregs	16	0.19207	0.48837	0.999924	8935	5	0.15962	0.027462	0.12985	0.970215	2573	8	0.15962	1.35738652669054	18053	0.932389855895873
HOMER3	ENSG00000051128	HOMER3	9454	HOMER3	Tregs	16	0.46162	0.7707	0.999924	14364	6	0.11379	0.074557	0.27073	0.988165	5282	8	0.11379	0.97517401526876	16616.5	0.858168483032901
HOMEZ	ENSG00000290292	HOMEZ	57594	HOMEZ	Tregs	16	0.08101	0.28151	0.999924	5083	6	0.23728	0.0072975	0.044613	0.937436	914	9	0.23728	2.0050545091696	19056	0.984195031248386
HOOK1	ENSG00000134709	HOOK1	51361	HOOK1	Tregs	16	0.064189	0.24177	0.999924	4382	6	-0.0072015	0.075045	0.272	0.988165	5313	7	-0.0072015	-0.0338695168213169	9043	0.467021331542792
HOOK2	ENSG00000095066	HOOK2	29911	HOOK2	Tregs	16	0.30659	0.63777	0.999924	11732	5	-0.044904	0.21912	0.53031	1	10220	3	-0.044904	-0.348300396417207	6351	0.327978926708331
HOOK3	ENSG00000168172	HOOK3	84376	HOOK3	Tregs	16	0.048987	0.19682	0.999924	3617	7	0.022654	0.58597	0.85199	1	16289	4	0.022654	0.215119041650272	11234	0.580186973813336
HOPX	ENSG00000171476	HOPX	84525	HOPX	Tregs	16	0.54344	0.8253	0.999924	15452	5	-0.057501	0.70133	0.90795	1	17340	4	-0.057501	-0.453356713379462	5546	0.286400495842157
HORMAD1	ENSG00000143452	HORMAD1	84072	HORMAD1	Tregs	16	0.47217	0.77902	0.999924	14530	5	0.065911	0.040592	0.17235	0.980284	3391	7	0.065911	0.575873277010777	14174	0.732038634368059
HORMAD2	ENSG00000176635	HORMAD2	150280	HORMAD2	Tregs	16	0.20481	0.50634	0.999924	9268	5	0.034616	0.19391	0.49645	0.999522	9559	7	0.034616	0.314879592853138	12098	0.624812767935541
HOXA1	ENSG00000105991	HOXA1	3198	HOXA1	Tregs	16	0.10588	0.33612	0.999924	6048	7	-0.12475	0.046242	0.18964	0.981874	3724	4	-0.12475	-1.01419915677033	2501.5	0.129125561696193
HOXA10	ENSG00000253293	HOXA10	3206	HOXA10	Tregs	16	0.15559	0.43476	0.999924	7906	5	0.046148	0.29762	0.62793	1	12001	7	0.046148	0.411054034959094	12888	0.665616445431538
HOXA11	ENSG00000005073	HOXA11	3207	HOXA11	Tregs	16	0.24674	0.56311	0.999924	10307	6	0.07739	0.14181	0.40956	0.997127	7902	7	0.07739	0.671605710321067	14827	0.765766231083105
HOXA13	ENSG00000106031	HOXA13	3209	HOXA13	Tregs	16	0.063444	0.23964	0.999924	4348	8	-0.10244	0.036525	0.15946	0.977849	3133	3	-0.10244	-0.828138473160901	3272	0.168947884923299
HOXA2	ENSG00000105996	HOXA2	3199	HOXA2	Tregs	16	0.43111	0.74612	0.999924	13887	4	-0.00094517	0.32388	0.65797	1	12595	5	-0.00094517	0.0183069527746557	9500	0.490625484220856
HOXA3	ENSG00000105997	HOXA3	3200	HOXA3	Tregs	16	0.40173	0.72166	0.999924	13390	5	0.11431	0.29631	0.62637	1	11970	7	0.11431	0.979510705339441	16632	0.858994886627757
HOXA4	ENSG00000197576	HOXA4	3201	HOXA4	Tregs	16	0.091085	0.30412	0.999924	5482	8	-0.15922	0.026613	0.12685	0.970215	2511	5	-0.15922	-1.30167166972491	1590	0.0820722070141005
HOXA5	ENSG00000106004	HOXA5	3202	HOXA5	Tregs	16	0.36365	0.68897	0.999924	12735	4	0.083991	0.16874	0.45887	0.998476	8833	5	0.083991	0.726656654852928	15204	0.785238365786891
HOXA6	ENSG00000106006	HOXA6	3203	HOXA6	Tregs	16	0.74947	0.92454	0.999924	17585	3	0.11956	0.020287	0.1015	0.962258	2037	8	0.11956	1.02329459547613	16844.5	0.869944734259594
HOXA7	ENSG00000122592	HOXA7	3204	HOXA7	Tregs	16	0.25692	0.57619	0.999924	10566	3	-0.033069	0.17211	0.46482	0.998476	8947	5	-0.033069	-0.249598998366219	7195	0.371571716336966
HOXA9	ENSG00000078399	HOXA9	3205	HOXA9	Tregs	16	0.27182	0.59508	0.999924	10920	6	-0.022608	0.47649	0.78376	1	15009	4	-0.022608	-0.162356469848147	7946	0.410361035070503
HOXB1	ENSG00000120094	HOXB1	3211	HOXB1	Tregs	16	0.32788	0.65734	0.999924	12123	6	-0.031822	0.46376	0.77422	1	14817	4	-0.031822	-0.239199281985182	7291	0.3765301379061
HOXB13	ENSG00000159184	HOXB13	10481	HOXB13	Tregs	16	0.049172	0.19741	0.999924	3623	7	-0.077189	0.27231	0.59754	1	11491	5	-0.077189	-0.617550471286335	4456	0.230101750942617
HOXB2	ENSG00000173917	HOXB2	3212	HOXB2	Tregs	16	0.20883	0.51202	0.999924	9379	5	0.010664	0.37283	0.70227	1	13421	4	0.010664	0.115124976366678	10332	0.533598471153349
HOXB3	ENSG00000120093	HOXB3	3213	HOXB3	Tregs	16	0.30409	0.63481	0.999924	11672	6	0.056932	0.48087	0.78707	1	15084	6	0.056932	0.500990315194147	13613	0.703062858323434
HOXB4	ENSG00000182742	HOXB4	3214	HOXB4	Tregs	16	0.52529	0.81551	0.999924	15246	4	0.021495	0.5377	0.82797	1	15834	5	0.021495	0.205453226665812	11148	0.575745054490987
HOXB5	ENSG00000120075	HOXB5	3215	HOXB5	Tregs	16	0.34517	0.67283	0.999924	12413	5	-0.010009	0.016709	0.086671	0.948602	1756	7	-0.010009	-0.0572834733086973	8843	0.456691286607097
HOXB6	ENSG00000108511	HOXB6	3216	HOXB6	Tregs	16	0.0076591	0.04551	0.801796	1091	6	0.077761	0.12664	0.38045	0.997127	7328	8	0.077761	0.674699771890726	14846	0.766747585351996
HOXB7	ENSG00000260027	HOXB7	3217	HOXB7	Tregs	16	0.22376	0.53243	0.999924	9756	6	0.13739	0.066067	0.24735	0.988165	4821	9	0.13739	1.17199302616891	17446	0.901038169516037
HOXB8	ENSG00000120068	HOXB8	3218	HOXB8	Tregs	16	0.15517	0.43395	0.999924	7890	5	0.011927	0.30455	0.63597	1	12159	3	0.011927	0.125658129365275	10443	0.53933164609266
HOXB9	ENSG00000170689	HOXB9	3219	HOXB9	Tregs	16	0.010685	0.059754	0.861609	1331	10	-0.25078	0.017009	0.087941	0.94975	1779	5	-0.25078	-2.06526271370872	504	0.0259800630132741
HOXC10	ENSG00000180818	HOXC10	3226	HOXC10	Tregs	12	0.0022158	0.014086	0.528561	552	9	-0.19927	0.44704	0.73475	1	14586	2	-0.19927	-1.63568020305335	954	0.0491710138939104
HOXC11	ENSG00000123388	HOXC11	3227	HOXC11	Tregs	16	0.026849	0.12538	0.990837	2440	7	-0.13405	0.20661	0.51371	0.999522	9925	3	-0.13405	-1.09175919072674	2230.5	0.115128350808326
HOXC12	ENSG00000123407	HOXC12	3228	HOXC12	Tregs	16	0.086993	0.29501	0.999924	5326	2	0.21813	0.0014416	0.011077	0.853632	243	10	0.21813	1.84534755752816	18930	0.977687102938898
HOXC13	ENSG00000123364	HOXC13	3229	HOXC13	Tregs	16	0.61235	0.86181	0.999924	16245	5	-0.01157	0.25099	0.57129	1	10978	7	-0.01157	-0.0703018833093388	8740	0.451371313465214
HOXC4	ENSG00000198353	HOXC4	3221	HOXC4	Tregs	16	0.64232	0.8773	0.999924	16589	5	0.014162	0.0022762	0.016325	0.876034	358	5	0.014162	0.144297556880607	10621	0.548525386085429
HOXC5	ENSG00000172789	HOXC5	3222	HOXC5	Tregs	16	0.57224	0.84069	0.999924	15773	4	0.12927	0.034875	0.15417	0.977849	3030	9	0.12927	1.1042739427575	17204	0.888538815143846
HOXC6	ENSG00000197757	HOXC6	3223	HOXC6	Tregs	16	0.085225	0.29107	0.999924	5257	7	-0.0026076	0.00060223	0.0050423	0.853632	109	7	-0.0026076	0.00444263801657343	9368	0.483807654563297
HOXC8	ENSG00000037965	HOXC8	3224	HOXC8	Tregs	16	0.61066	0.86097	0.999924	16221	3	0.33209	0.00044853	0.0038897	0.846201	89	10	0.33209	2.79574986609517	19315	0.997572439440112
HOXC9	ENSG00000180806	HOXC9	3225	HOXC9	Tregs	16	0.37983	0.70306	0.999924	13012	6	-0.079869	0.19162	0.49329	0.999522	9493	4	-0.079869	-0.639901104727539	4310	0.222560818139559
HOXD1	ENSG00000128645	HOXD1	3231	HOXD1	Tregs	16	0.014192	0.075421	0.907687	1590	6	-0.031196	0.17929	0.47627	0.998476	9181	7	-0.031196	-0.233978574323169	7338	0.378957698465988
HOXD10	ENSG00000128710	HOXD10	3236	HOXD10	Tregs	12	0.95402	0.98022	0.999924	19053	2	0.14722	0.0089405	0.047365	0.937436	1059	8	0.14722	1.25397314808198	17736	0.916016734672796
HOXD11	ENSG00000128713	HOXD11	3237	HOXD11	Tregs	16	0.022029	0.10852	0.962887	2167	9	-0.13137	0.40032	0.72461	1	13868	4	-0.13137	-1.06940855728554	2303.5	0.118898817209855
HOXD12	ENSG00000170178	HOXD12	3238	HOXD12	Tregs	16	0.0012921	0.010016	0.437778	443	8	-0.10312	0.32145	0.65521	1	12533	4	-0.10312	-0.833809529407177	3245.5	0.167553328856981
HOXD13	ENSG00000128714	HOXD13	3239	HOXD13	Tregs	16	0.10822	0.34102	0.999924	6142	6	-0.0061425	0.20536	0.51199	0.999522	9891	5	-0.0061425	-0.0250376806966024	9119	0.470946748618357
HOXD3	ENSG00000128652	HOXD3	3232	HOXD3	Tregs	16	0.0051531	0.032883	0.723436	875	10	-0.23166	0.74022	0.92514	1	17685	4	-0.23166	-1.90580595572521	643	0.0331594442435825
HOXD4	ENSG00000170166	HOXD4	3233	HOXD4	Tregs	16	0.26171	0.58231	0.999924	10695	7	-0.071911	0.30866	0.64063	1	12257	3	-0.071911	-0.57353306706892	4728	0.244150612055162
HOXD8	ENSG00000175879	HOXD8	3234	HOXD8	Tregs	16	0.060071	0.22991	0.999924	4161	6	0.086875	0.15621	0.43631	0.998225	8421	7	0.086875	0.750708605168014	15351	0.792830948814627
HOXD9	ENSG00000128709	HOXD9	3235	HOXD9	Tregs	16	0.53878	0.8228	0.999924	15388	5	0.01059	0.056506	0.22012	0.985541	4284	7	0.01059	0.114507832010466	10323	0.533133619131243
HP	ENSG00000257017	HP	3240	HP	Tregs	16	0.23922	0.55325	0.999924	10117	5	-0.044834	0.69015	0.90262	1	17243	4	-0.044834	-0.347716611215384	6358	0.328340478281081
HP1BP3	ENSG00000127483	HP1BP3	50809	HP1BP3	Tregs	16	0.031446	0.14095	0.999924	2692	9	-0.23225	0.5509	0.83451	1	15969	4	-0.23225	-1.91072643099772	635	0.0327462424461546
HPCA	ENSG00000121905	HPCA	3208	HPCA	Tregs	16	0.60574	0.85838	0.999924	16155	3	0.064526	0.2968	0.62697	1	11980	5	0.064526	0.564322669803289	14091	0.727751665719746
HPCAL1	ENSG00000115756	HPCAL1	3241	HPCAL1	Tregs	16	0.89199	0.97133	0.999924	18673	3	0.087998	0.12633	0.37984	0.997127	7321	7	0.087998	0.760074187762966	15410	0.795878312070658
HPCAL4	ENSG00000116983	HPCAL4	51440	HPCAL4	Tregs	16	0.02168	0.10707	0.960298	2143	7	-0.0016988	0.4647	0.77494	1	14830	5	-0.0016988	0.0120218378939488	9437	0.487371520066112
HPD	ENSG00000158104	HPD	3242	HPD	Tregs	16	0.72565	0.91648	0.999924	17431	3	0.081803	0.24668	0.56593	1	10871	6	0.081803	0.708409197401676	15080	0.77883373792676
HPDL	ENSG00000186603	HPDL	84842	HPDL	Tregs	16	0.14117	0.40732	0.999924	7372	5	-0.047486	0.80601	0.94599	1	18118	3	-0.047486	-0.369833730575859	6166	0.318423635142813
HPGD	ENSG00000164120	HPGD	3248	HPGD	Tregs	16	0.14808	0.42061	0.999924	7623	6	-0.053337	0.30222	0.63325	1	12102	4	-0.053337	-0.418629833659622	5787	0.29884819998967
HPGDS	ENSG00000163106	HPGDS	27306	HPGDS	Tregs	16	0.085732	0.29219	0.999924	5280	6	0.040528	0.51928	0.81525	1	15599	6	0.040528	0.364184423041346	12495	0.645317907132896
HPN	ENSG00000105707	HPN	3249	HPN	Tregs	16	0.15156	0.42718	0.999924	7748	4	0.25574	0.020152	0.10094	0.960306	2027	9	0.25574	2.15900700667879	19141.5	0.988585300346057
HPR	ENSG00000261701	HPR	3250	HPR	Tregs	16	0.018281	0.092908	0.943703	1891	8	-0.1644	0.55817	0.83815	1	16032	3	-0.1644	-1.34487177465978	1477	0.0762357316254326
HPRT1	ENSG00000165704	HPRT1	3251	HPRT1	Tregs	16	0.20485	0.5064	0.999924	9269	3	0.037049	0.38413	0.71159	1	13609	4	0.037049	0.335170298510768	12287	0.634574660399773
HPS1	ENSG00000107521	HPS1	3257	HPS1	Tregs	16	0.060374	0.23079	0.999924	4174	5	-0.034599	0.80844	0.94681	1	18131	4	-0.034599	-0.262358874920339	7093	0.366303393419761
HPS3	ENSG00000163755	HPS3	84343	HPS3	Tregs	16	0.46476	0.7732	0.999924	14420	6	-0.090069	0.086338	0.29743	0.9896	5803	5	-0.090069	-0.724966948421673	3807	0.196580755126285
HPS4	ENSG00000100099	HPS4	89781	HPS4	Tregs	16	0.28211	0.60802	0.999924	11150	6	0.0010589	0.012213	0.067255	0.937436	1369	7	0.0010589	0.0350204729091755	9670	0.499406022416198
HPS5	ENSG00000110756	HPS5	11234	HPS5	Tregs	16	0.018465	0.09369	0.945784	1902	10	-0.16032	0.99932	0.99934	1	19315	0	-0.16032	-1.31084543718212	1560	0.0805227002737462
HPS6	ENSG00000166189	HPS6	79803	HPS6	Tregs	16	0.11936	0.36417	0.999924	6559	6	-0.057583	0.42379	0.74333	1	14236	6	-0.057583	-0.454040576044454	5542.5	0.286193894943443
HPSE	ENSG00000173083	HPSE	10855	HPSE	Tregs	16	0.53432	0.82039	0.999924	15338	5	-0.057032	0.25127	0.57162	1	10986	5	-0.057032	-0.449445352527251	5574	0.287846702133154
HPSE2	ENSG00000172987	HPSE2	60495	HPSE2	Tregs	16	0.28725	0.61437	0.999924	11265	6	-0.05598	0.26196	0.5849	1	11243	6	-0.05598	-0.440671894922719	5630	0.290739114715149
HPX	ENSG00000110169	HPX	3263	HPX	Tregs	16	0.17351	0.46175	0.999924	8396	6	0.074435	0.037385	0.16223	0.977849	3195	8	0.074435	0.646961635015561	14672	0.757760446257941
HR	ENSG00000168453	HR	55806	HR	Tregs	16	0.15488	0.43342	0.999924	7879	6	0.015353	0.38403	0.7115	1	13607	5	0.015353	0.154230245100187	10702	0.552709054284386
HRAS	ENSG00000174775	HRAS	3265	HRAS	Tregs	16	0.81921	0.94895	0.999924	18120	2	0.078846	0.020461	0.10221	0.962258	2050	7	0.078846	0.683748442518975	14926	0.770879603326274
HRASLS	ENSG00000127252	PLAAT1	57110	PLAAT1	Tregs	16	0.605	0.85799	0.999924	16142	5	0.14918	0.085552	0.29577	0.9896	5756	8	0.14918	1.27031913373301	17799	0.91927069882754
HRASLS2	ENSG00000133328	PLAAT2	54979	PLAAT2	Tregs	16	0.02781	0.12876	0.992661	2496	9	-0.15508	0.31337	0.64607	1	12355	2	-0.15508	-1.26714494493141	1696.5	0.0875471308300191
HRASLS5	ENSG00000168004	PLAAT5	117245	PLAAT5	Tregs	16	0.3534	0.68002	0.999924	12560	5	0.014476	0.031403	0.14289	0.977376	2812	7	0.014476	0.146916250500211	10638	0.549403439904964
HRC	ENSG00000130528	HRC	3270	HRC	Tregs	16	0.022468	0.11021	0.96482	2194	5	0.06161	0.10611	0.33933	0.995783	6584	7	0.06161	0.540003846253084	13898	0.7177831723568
HRCT1	ENSG00000196196	HRCT1	646962	HRCT1	Tregs	16	0.86322	0.96485	0.999924	18536	2	0.12743	0.069324	0.25634	0.988165	4973	9	0.12743	1.08892873173817	17152	0.885749703011208
HRG	ENSG00000113905	HRG	3273	HRG	Tregs	16	0.38585	0.70826	0.999924	13106	5	0.060293	0.47604	0.78343	1	15002	6	0.060293	0.529020344670224	13822	0.713857755281236
HRH1	ENSG00000196639	HRH1	3269	HRH1	Tregs	16	0.032351	0.14401	0.999924	2736	6	-0.027005	0.71169	0.91293	1	17445	5	-0.027005	-0.199026520311197	7631	0.394091214296782
HRH2	ENSG00000113749	HRH2	3274	HRH2	Tregs	16	0.39556	0.71651	0.999924	13271	5	0.044614	0.15777	0.43909	0.998225	8466	8	0.044614	0.398260799250584	12790	0.660554723413047
HRH3	ENSG00000101180	HRH3	11255	HRH3	Tregs	16	0.024977	0.11893	0.978165	2342	7	-0.10494	0.49656	0.79875	1	15304	4	-0.10494	-0.848987944654561	3165.5	0.163421310882702
HRH4	ENSG00000134489	HRH4	59340	HRH4	Tregs	16	0.28266	0.60873	0.999924	11165	2	0.19489	0.01678	0.086972	0.949242	1762	10	0.19489	1.6515308705231	18655	0.963483291152317
HRK	ENSG00000135116	HRK	8739	HRK	Tregs	16	0.087877	0.29698	0.999924	5356	7	-0.072498	0.42322	0.74287	1	14229	5	-0.072498	-0.578428522975631	4701	0.242756055988844
HRNR	ENSG00000197915	HRNR	388697	HRNR	Tregs	16	0.69038	0.90195	0.999924	17086	1	0.072733	0.040164	0.17099	0.979304	3364	7	0.072733	0.632767314822677	14580	0.753008625587521
HRSP12	ENSG00000132541	RIDA	10247	RIDA	Tregs	16	0.14537	0.41535	0.999924	7532	6	-0.040034	0.70019	0.90742	1	17332	5	-0.040034	-0.307685625947557	6723.5	0.347192810288725
HS1BP3	ENSG00000118960	HS1BP3	64342	HS1BP3	Tregs	16	0.36474	0.68994	0.999924	12754	5	0.11314	0.049116	0.19829	0.98412	3872	8	0.11314	0.969753152680409	16590.5	0.856825577191261
HS2ST1	ENSG00000153936	HS2ST1	9653	HS2ST1	Tregs	16	5.5236e-05	0.00058219	0.072258	156	11	-0.26233	0.7843	0.93906	1	17974	3	-0.26233	-2.16158727200944	440	0.0226744486338516
HS3ST1	ENSG00000002587	HS3ST1	9957	HS3ST1	Tregs	16	0.4125	0.73088	0.999924	13566	4	-0.018649	0.46435	0.77465	1	14827	5	-0.018649	-0.129339246790787	8226	0.424823097980476
HS3ST2	ENSG00000122254	HS3ST2	9956	HS3ST2	Tregs	16	0.30429	0.63507	0.999924	11681	6	0.06432	0.075088	0.27212	0.988165	5314	5	0.06432	0.562604673352211	14082	0.72728681369764
HS3ST3A1	ENSG00000153976	HS3ST3A1	9955	HS3ST3A1	Tregs	16	0.028264	0.13029	0.992828	2523	9	-0.19545	0.067949	0.25257	0.988165	4909	4	-0.19545	-1.60382221061104	1001	0.0516502246784774
HS3ST3B1	ENSG00000125430	HS3ST3B1	9953	HS3ST3B1	Tregs	16	0.076888	0.27209	0.999924	4926	6	-0.017353	0.092821	0.31153	0.991978	6047	5	-0.017353	-0.118530880768474	8311	0.429213367078147
HS3ST4	ENSG00000182601	HS3ST4	9951	HS3ST4	Tregs	16	0.11722	0.35973	0.999924	6470	6	-0.088539	0.084675	0.29387	0.9896	5720	7	-0.088539	-0.712207071867553	3889	0.20081607354992
HS3ST5	ENSG00000249853	HS3ST5	222537	HS3ST5	Tregs	16	0.52303	0.8143	0.999924	15216	3	0.084552	0.155	0.43409	0.998225	8381	8	0.084552	0.731335276256105	15229	0.786529621403853
HS3ST6	ENSG00000162040	HS3ST6	64711	HS3ST6	Tregs	16	0.81541	0.9476	0.999924	18083	4	0.043124	0.13848	0.40329	0.997127	7786	7	0.043124	0.385834514240362	12674	0.654563297350343
HS6ST1	ENSG00000136720	HS6ST1	9394	HS6ST1	Tregs	16	0.23293	0.54478	0.999924	9972	5	-0.056636	0.60099	0.85938	1	16430	5	-0.056636	-0.446142796242656	5601	0.289241258199473
HS6ST2	ENSG00000171004	HS6ST2	90161	HS6ST2	Tregs	16	0.2031	0.50397	0.999924	9208	4	0.07687	0.16097	0.44496	0.998225	8594	8	0.07687	0.667269020250386	14803	0.764526625690822
