id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Type	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc	lfc.zs	lfc.zs.rank	lfc.zs.rank.perc
MAP2	ENSG00000078018	MAP2	4133	MAP2	Stim	16	0.364	0.68476	1	12320	3	0.1248	0.060711	0.23203	0.971833	4583	8	0.1248	1.06766103106181	17282	0.892567532668767
MAP2K1	ENSG00000169032	MAP2K1	5604	MAP2K1	Stim	16	0.0048399	0.031064	0.616893	971	9	-0.24339	0.61948	0.86737	1	16404	5	-0.24339	-2.01810754918293	566	0.0291823769433397
MAP2K2	ENSG00000126934	MAP2K2	5605	MAP2K2	Stim	16	0.80281	0.9417	1	17790	3	0.060958	0.43711	0.7527	1	14178	5	0.060958	0.53260674468797	13980	0.722018490780435
MAP2K3	ENSG00000034152	MAP2K3	5606	MAP2K3	Stim	16	0.36704	0.68755	1	12378	6	-0.06169	0.0026421	0.018478	0.753775	462	7	-0.06169	-0.495295547144663	4871	0.251536594184185
MAP2K4	ENSG00000065559	MAP2K4	6416	MAP2K4	Stim	16	0.79703	0.9395	1	17742	4	0.088368	0.22396	0.53514	1	10234	6	0.088368	0.762327586602493	15680	0.809823872733846
MAP2K5	ENSG00000137764	MAP2K5	5607	MAP2K5	Stim	16	0.99893	0.99897	1	19315	0	0.20655	0.018307	0.093182	0.912522	1963	10	0.20655	1.75280071827496	18923	0.977325551366148
MAP2K6	ENSG00000108984	MAP2K6	5608	MAP2K6	Stim	16	0.080419	0.27697	1	4784	8	-0.12611	0.72268	0.91807	1	17344	3	-0.12611	-1.03519400158223	2164	0.111719435979547
MAP2K7	ENSG00000076984	MAP2K7	5609	MAP2K7	Stim	16	0.26299	0.58283	1	10350	6	0.021205	0.026309	0.12497	0.93722	2560	6	0.021205	0.199440286146268	10997	0.567945870564537
MAP3K1	ENSG00000095015	MAP3K1	4214	MAP3K1	Stim	16	0.6767	0.89454	1	16730	5	0.05522	0.12022	0.36713	0.991727	7142	8	0.05522	0.484517062422171	13581	0.701410051133722
MAP3K10	ENSG00000130758	MAP3K10	4294	MAP3K10	Stim	16	0.17195	0.45421	1	7966	7	-0.015445	0.09059	0.30533	0.983499	5990	7	-0.015445	-0.107720197478953	8079	0.41723051495274
MAP3K11	ENSG00000173327	MAP3K11	4296	MAP3K11	Stim	16	0.35236	0.6741	1	12096	6	-0.020785	0.89709	0.97368	1	18534	2	-0.020785	-0.15247427612994	7640	0.394556066318889
MAP3K12	ENSG00000139625	MAP3K12	7786	MAP3K12	Stim	12	0.52467	0.77549	1	14863	4	0.022185	0.48077	0.75381	1	14825	4	0.022185	0.20765358147922	11082	0.572336139662208
MAP3K13	ENSG00000073803	MAP3K13	9175	MAP3K13	Stim	16	0.19649	0.49068	1	8655	2	0.020583	0.29755	0.62744	1	11925	6	0.020583	0.194227357883924	10956	0.565828211352719
MAP3K14	ENSG00000006062	MAP3K14	9020	MAP3K14	Stim	16	0.00031805	0.0027969	0.139775	387	5	-0.07701	0.81387	0.948	1	17977	3	-0.07701	-0.623691143574087	4049	0.209080109498476
MAP3K15	ENSG00000180815	MAP3K15	389840	MAP3K15	Stim	16	0.089443	0.29782	1	5134	7	-0.010234	0.29911	0.62926	1	11961	7	-0.010234	-0.0640472566830174	8506	0.43928516089045
MAP3K19	ENSG00000176601	MAP3K19	80122	MAP3K19	Stim	16	0.17967	0.46584	1	8174	4	0.083363	0.12641	0.37928	0.992359	7370	8	0.083363	0.720381114009199	15430	0.796911316564227
MAP3K2	ENSG00000169967	MAP3K2	10746	MAP3K2	Stim	16	0.11703	0.358	1	6204	5	0.1356	0.048444	0.19582	0.969961	3885	8	0.1356	1.15817489799639	17629	0.910490160632199
MAP3K3	ENSG00000198909	MAP3K3	4215	MAP3K3	Stim	16	0.26592	0.58672	1	10425	7	-0.046472	0.72354	0.91849	1	17355	4	-0.046472	-0.367754803902955	5804	0.299726253809204
MAP3K4	ENSG00000085511	MAP3K4	4216	MAP3K4	Stim	16	0.3901	0.70836	1	12793	5	0.010331	0.69519	0.90475	1	17092	5	0.010331	0.108306231604913	10110	0.522132121274728
MAP3K5	ENSG00000197442	MAP3K5	4217	MAP3K5	Stim	16	0.46463	0.77227	1	14098	5	0.094089	0.090363	0.30486	0.983499	5983	7	0.094089	0.810274793337005	15970	0.824802437890605
MAP3K6	ENSG00000142733	MAP3K6	9064	MAP3K6	Stim	16	0.40543	0.72196	1	13065	5	0.087795	0.072766	0.26564	0.971833	5248	7	0.087795	0.757525323106797	15649	0.808222715768814
MAP3K7	ENSG00000135341	MAP3K7	6885	MAP3K7	Stim	16	0.007673	0.044926	0.736534	1177	10	-0.14789	0.57278	0.84384	1	15961	1	-0.14789	-1.2177302999003	1695	0.0874954806053406
MAP3K7CL	ENSG00000156265	MAP3K7CL	56911	MAP3K7CL	Stim	16	0.33716	0.65998	1	11847	6	-0.075681	0.77182	0.93406	1	17691	4	-0.075681	-0.61255290939297	4116	0.212540674551934
MAP3K8	ENSG00000107968	MAP3K8	1326	MAP3K8	Stim	16	0.5579	0.82877	1	15261	4	0.095963	0.10319	0.33214	0.98516	6490	8	0.095963	0.825980625432876	16053	0.829089406538918
MAP3K9	ENSG00000006432	MAP3K9	4293	MAP3K9	Stim	16	0.14863	0.41807	1	7301	6	0.074478	0.010866	0.060976	0.862979	1360	8	0.074478	0.645916696628296	14910	0.770053199731419
MAP4	ENSG00000047849	MAP4	4134	MAP4	Stim	12	0.13218	0.35718	1	6768	4	0.13153	0.080308	0.2615	0.971833	5582	6	0.13153	1.12406457962382	17517	0.904705335468209
MAP4K1	ENSG00000104814	MAP4K1	11184	MAP4K1	Stim	16	0.57472	0.83834	1	15481	4	0.10157	0.019032	0.096241	0.914477	2025	9	0.10157	0.872972408016413	16323	0.842983316977429
MAP4K2	ENSG00000168067	MAP4K2	5871	MAP4K2	Stim	16	0.13468	0.3941	1	6874	7	-0.092926	0.87456	0.96886	1	18442	3	-0.092926	-0.757081764512123	3318	0.171323795258509
MAP4K3	ENSG00000011566	MAP4K3	8491	MAP4K3	Stim	16	0.031565	0.13991	1	2602	6	-0.03124	0.20192	0.50548	1	9701	3	-0.03124	-0.240096727870777	6862	0.354372191519033
MAP4K4	ENSG00000071054	MAP4K4	9448	MAP4K4	Stim	16	0.010899	0.060208	0.825426	1405	6	0.028353	0.19338	0.49367	1	9472	5	0.028353	0.259347056595192	11552	0.596611745261092
MAP4K5	ENSG00000012983	MAP4K5	11183	MAP4K5	Stim	16	0.20872	0.50846	1	8981	6	-0.064198	0.23436	0.54878	1	10493	3	-0.064198	-0.516314878466138	4727	0.244098961830484
MAP6	ENSG00000171533	MAP6	4135	MAP6	Stim	16	0.36589	0.6865	1	12356	5	0.013437	0.16568	0.45331	1	8712	7	0.013437	0.13433734926221	10357	0.534889726770311
MAP6D1	ENSG00000180834	MAP6D1	79929	MAP6D1	Stim	16	0.18346	0.47143	1	8284	7	0.052965	0.025496	0.12226	0.93722	2512	5	0.052965	0.465618102242775	13408	0.692474562264346
MAP7	ENSG00000135525	MAP7	9053	MAP7	Stim	16	0.14214	0.40772	1	7108	7	-0.0018797	0.4589	0.76971	1	14500	6	-0.0018797	0.00596940984768315	9137	0.471876452662569
MAP7D1	ENSG00000116871	MAP7D1	55700	MAP7D1	Stim	16	0.60303	0.85421	1	15825	3	0.020458	0.01361	0.073135	0.897322	1569	7	0.020458	0.193179743683292	10951	0.565569960229327
MAP7D2	ENSG00000184368	MAP7D2	256714	MAP7D2	Stim	16	0.074085	0.26217	1	4543	6	-0.053347	0.53609	0.82506	1	15576	4	-0.053347	-0.4253735849377	5346	0.276070450906461
MAP7D3	ENSG00000129680	MAP7D3	79649	MAP7D3	Stim	16	0.67409	0.89314	1	16695	4	0.035431	0.28737	0.61522	1	11698	3	0.035431	0.318667163091762	12072	0.6234698620939
MAP9	ENSG00000164114	MAP9	79884	MAP9	Stim	16	0.33132	0.65449	1	11742	5	-0.040362	0.65204	0.8835	1	16704	5	-0.040362	-0.316547421776077	6237.5	0.322090801094985
MAPK1	ENSG00000100030	MAPK1	5594	MAPK1	Stim	16	0.0037323	0.024694	0.551481	864	9	-0.19767	0.35926	0.6888	1	13043	5	-0.19767	-1.63493217915987	924	0.0476731573782346
MAPK10	ENSG00000109339	MAPK10	5602	MAPK10	Stim	16	0.33524	0.65817	1	11808	6	0.21548	0.0012654	0.0098741	0.684141	279	9	0.21548	1.82764227676809	19005	0.981560869789784
MAPK11	ENSG00000185386	MAPK11	5600	MAPK11	Stim	16	0.60793	0.85699	1	15896	5	0.08611	0.32857	0.66248	1	12589	5	0.08611	0.743403483682282	15561	0.803677495997108
MAPK12	ENSG00000188130	MAPK12	6300	MAPK12	Stim	16	0.7234	0.91205	1	17100	4	-0.0052777	0.052536	0.20805	0.971833	4109	6	-0.0052777	-0.0225089345822895	8883	0.458757295594236
MAPK13	ENSG00000156711	MAPK13	5603	MAPK13	Stim	16	0.24441	0.55815	1	9882	4	0.11177	0.15255	0.4293	1	8253	8	0.11177	0.958457726787961	16794	0.86736222302567
MAPK14	ENSG00000112062	MAPK14	1432	MAPK14	Stim	16	0.025151	0.1177	0.996151	2275	8	-0.12062	0.26837	0.59195	1	11298	7	-0.12062	-0.989182785890481	2322.5	0.119880171478746
MAPK15	ENSG00000181085	MAPK15	225689	MAPK15	Stim	16	0.92411	0.97858	1	18759	2	0.15913	0.013293	0.071771	0.896652	1543	10	0.15913	1.35537779512331	18289.5	0.944579308919994
MAPK1IP1L	ENSG00000168175	MAPK1IP1L	93487	MAPK1IP1L	Stim	16	0.49178	0.79073	1	14472	4	0.15599	0.09045	0.30503	0.983499	5986	8	0.15599	1.32906172640344	18209.5	0.940447290945716
MAPK3	ENSG00000102882	MAPK3	5595	MAPK3	Stim	16	0.1285	0.38159	1	6622	7	-0.068321	0.3969	0.72028	1	13619	5	-0.068321	-0.550869385259775	4507	0.232735912401219
MAPK4	ENSG00000141639	MAPK4	5596	MAPK4	Stim	16	0.78912	0.93655	1	17688	4	0.015479	0.4023	0.7247	1	13699	6	0.015479	0.15145117484373	10535	0.54408346676308
MAPK6	ENSG00000069956	MAPK6	5597	MAPK6	Stim	16	0.34433	0.66674	1	11970	4	0.022032	0.28336	0.61037	1	11622	7	0.022032	0.206371301697647	11069.5	0.571664686741387
MAPK7	ENSG00000166484	MAPK7	5598	MAPK7	Stim	16	0.1964	0.49053	1	8651	3	-0.0024606	0.01134	0.063077	0.869254	1395	6	-0.0024606	0.00110093713450743	9094	0.469655493001395
MAPK8	ENSG00000107643	MAPK8	5599	MAPK8	Stim	16	0.64136	0.8753	1	16279	4	0.15046	0.036392	0.15834	0.956519	3193	9	0.15046	1.28271527416749	18054.5	0.932441506120552
MAPK8IP1	ENSG00000121653	MAPK8IP1	9479	MAPK8IP1	Stim	16	0.048615	0.19513	1	3491	4	0.019495	0.13206	0.39025	0.993737	7584	7	0.019495	0.185108923881626	10893	0.562574247197975
MAPK8IP2	ENSG00000008735	MAPK8IP2	23542	MAPK8IP2	Stim	16	0.14873	0.41821	1	7305	5	0.048936	0.14844	0.42167	1	8114	6	0.048936	0.431851401328013	13079	0.675481638345127
MAPK8IP3	ENSG00000138834	MAPK8IP3	23162	MAPK8IP3	Stim	16	0.39361	0.71153	1	12882	3	0.14114	0.031936	0.14386	0.940419	2943	9	0.14114	1.20460515936839	17798	0.919219048602861
MAPK9	ENSG00000050748	MAPK9	5601	MAPK9	Stim	16	0.18622	0.47553	1	8356	4	0.041136	0.48261	0.78786	1	14859	5	0.041136	0.366480275208594	12484	0.644749754661433
MAPKAP1	ENSG00000119487	MAPKAP1	79109	MAPKAP1	Stim	16	0.46918	0.77597	1	14181	6	-0.079764	0.84856	0.95981	1	18254	3	-0.079764	-0.646772179642405	3909	0.201849078043489
MAPKAPK2	ENSG00000162889	MAPKAPK2	9261	MAPKAPK2	Stim	16	0.54493	0.82144	1	15111	4	-0.0044446	0.061641	0.23473	0.971833	4633	7	-0.0044446	-0.0155267954579192	8943	0.461856309074944
MAPKAPK3	ENSG00000114738	MAPKAPK3	7867	MAPKAPK3	Stim	16	0.13649	0.39771	1	6943	5	0.024572	0.072456	0.26493	0.971833	5235	7	0.024572	0.227658822254484	11253.5	0.581168328082227
MAPKAPK5	ENSG00000089022	MAPKAPK5	8550	MAPKAPK5	Stim	16	0.31507	0.63915	1	11447	3	0.066995	0.008973	0.052273	0.850026	1182	6	0.066995	0.583202320121679	14410	0.74422808739218
MAPKBP1	ENSG00000137802	MAPKBP1	23005	MAPKBP1	Stim	16	0.18832	0.47862	1	8418	5	0.073934	0.13939	0.40453	0.997817	7827	7	0.073934	0.641357479627147	14879	0.768452042766386
MAPRE1	ENSG00000101367	MAPRE1	22919	MAPRE1	Stim	16	0.24503	0.55901	1	9898	6	-0.063078	0.3308	0.6644	1	12626	4	-0.063078	-0.506928255228478	4788	0.247249625535871
MAPRE2	ENSG00000166974	MAPRE2	10982	MAPRE2	Stim	16	0.77584	0.93157	1	17560	4	0.11301	0.059151	0.22747	0.971833	4473	9	0.11301	0.968850059658228	16841.5	0.869789783585559
MAPRE3	ENSG00000084764	MAPRE3	22924	MAPRE3	Stim	16	0.00071561	0.0058318	0.236721	473	9	-0.15603	0.75385	0.9282	1	17568	3	-0.15603	-1.28595093664543	1535	0.0792314446567843
MAPT	ENSG00000186868	MAPT	4137	MAPT	Stim	16	0.36284	0.68372	1	12299	3	0.035538	0.23897	0.5549	1	10608	7	0.035538	0.319563920847503	12081	0.623934714116006
MARCHF1	ENSG00000145416	MARCHF1	55016	MARCHF1	Stim	28	0.13702	0.44647	1	6953	12	-0.011854	0.068012	0.28818	0.977774	4979	12	-0.011854	-0.0776243367232045	8376.5	0.432570631682248
MARCHF10	ENSG00000173838	MARCHF10	162333	MARCHF10	Stim	16	0.21839	0.52216	1	9229	4	0.054048	0.11492	0.35643	0.989973	6936	8	0.054048	0.474694631677048	13494	0.696916481586695
MARCHF11	ENSG00000183654	MARCHF11	441061	MARCHF11	Stim	16	0.9818	0.99338	1	19147	1	0.13804	0.0092255	0.053435	0.853012	1203	9	0.13804	1.17862432719272	17706.5	0.914467227932442
MARCHF2	ENSG00000099785	MARCHF2	51257	MARCHF2	Stim	32	0.13035	0.44504	1	6703	13	-0.048476	0.35869	0.75759	1	13039	10	-0.048476	-0.384550154767483	5670	0.292805123702288
MARCHF3	ENSG00000173926	MARCHF3	115123	MARCHF3	Stim	16	0.27908	0.60364	1	10773	5	-0.078407	0.34894	0.68008	1	12897	5	-0.078407	-0.635399279880347	3963	0.204638190176127
MARCHF4	ENSG00000144583	MARCHF4	57574	MARCHF4	Stim	16	0.22946	0.53765	1	9500	6	-0.072445	0.73064	0.92076	1	17415	4	-0.072445	-0.585432272967016	4295	0.221786064769382
MARCHF5	ENSG00000198060	MARCHF5	54708	MARCHF5	Stim	16	0.88846	0.96867	1	18489	3	0.079277	0.10634	0.33877	0.98516	6620	7	0.079277	0.686136701018949	15207	0.785393316460927
MARCHF6	ENSG00000145495	MARCHF6	10299	MARCHF6	Stim	12	0.4279	0.7082	1	13470	4	-0.070715	0.050723	0.18507	0.96454	4022	5	-0.070715	-0.570933292430274	4379	0.226124683642374
MARCHF7	ENSG00000136536	MARCHF7	64844	MARCHF7	Stim	16	0.56815	0.83464	1	15393	5	0.0031319	0.29518	0.62461	1	11870	6	0.0031319	0.0479711964707706	9525	0.491916739837818
MARCHF8	ENSG00000165406	MARCHF8	220972	MARCHF8	Stim	16	0.33604	0.65894	1	11827	3	0.066466	0.01676	0.086723	0.903271	1841	7	0.066466	0.578768816824606	14374	0.742368679303755
MARCHF9	ENSG00000139266	MARCHF9	92979	MARCHF9	Stim	16	0.0094844	0.05356	0.793546	1299	10	-0.30394	0.65129	0.88314	1	16697	5	-0.30394	-2.52557186796894	332.5	0.017096224368576
MARCKS	ENSG00000277443	MARCKS	4082	MARCKS	Stim	16	0.88594	0.96802	1	18471	3	0.060285	0.37169	0.69932	1	13241	5	0.060285	0.526966389831768	13930	0.719435979546511
MARCKSL1	ENSG00000175130	MARCKSL1	65108	MARCKSL1	Stim	16	0.25007	0.56575	1	10016	7	-0.071451	0.2379	0.55351	1	10586	7	-0.071451	-0.577101644843593	4343	0.224265275553949
MARCO	ENSG00000019169	MARCO	8685	MARCO	Stim	16	0.42083	0.7354	1	13340	5	0.0020204	0.35928	0.68882	1	13044	5	0.0020204	0.0386558109987533	9424	0.486700067145292
MARK1	ENSG00000116141	MARK1	4139	MARK1	Stim	16	0.81468	0.94624	1	17898	3	0.1338	0.0022024	0.015807	0.748148	407	9	0.1338	1.1430892535073	17573.5	0.907597748050204
MARK2	ENSG00000072518	MARK2	2011	MARK2	Stim	16	0.069175	0.25029	1	4349	8	-0.15073	0.053954	0.2123	0.971833	4190	2	-0.15073	-1.24153209453865	1633	0.084293166675275
MARK3	ENSG00000075413	MARK3	4140	MARK3	Stim	16	0.85683	0.96093	1	18270	2	0.053524	0.49926	0.8004	1	15074	5	0.053524	0.470303032948	13460	0.695160373947627
MARK4	ENSG00000007047	MARK4	57787	MARK4	Stim	16	0.0014917	0.011025	0.358687	594	8	-0.098968	0.010192	0.057895	0.862979	1287	5	-0.098968	-0.807719244513857	3058	0.157894736842105
MARS	ENSG00000166986	MARS1	4141	MARS1	Stim	16	2.6284e-12	2.5568e-07	8.7e-05	17	15	-0.81898	0.99974	0.99974	1	19306	0	-0.81898	-6.84207761111582	15	0.000723103145498683
MARS2	ENSG00000247626	MARS2	92935	MARS2	Stim	16	0.25031	0.56607	1	10023	6	0.10269	0.10987	0.34611	0.988232	6755	8	0.10269	0.882359031254073	16389	0.846443882030887
MARVELD1	ENSG00000155254	MARVELD1	83742	MARVELD1	Stim	16	0.41757	0.73258	1	13278	5	-0.009252	0.19369	0.49409	1	9482	7	-0.009252	-0.0558171995228546	8601	0.444191932234905
MARVELD2	ENSG00000152939	MARVELD2	153562	MARVELD2	Stim	16	0.0083906	0.0484	0.771931	1211	5	0.035035	0.046374	0.18956	0.96454	3777	7	0.035035	0.315348321304161	12052	0.622436857600331
MARVELD3	ENSG00000140832	MARVELD3	91862	MARVELD3	Stim	12	0.065334	0.22276	1	4202	7	-0.20776	0.59347	0.82523	1	16173	2	-0.20776	-1.71949559743487	817	0.042094933112959
MAS1	ENSG00000130368	MAS1	4142	MAS1	Stim	16	0.19521	0.4888	1	8621	5	-0.022428	0.35127	0.68206	1	12933	5	-0.022428	-0.166244117183043	7519	0.388306389132793
MAS1L	ENSG00000204687	MAS1L	116511	MAS1L	Stim	16	0.1182	0.36049	1	6263	5	-0.0068874	0.70269	0.90835	1	17149	4	-0.0068874	-0.0359996912123445	8760	0.452404317958783
MASP1	ENSG00000127241	MASP1	5648	MASP1	Stim	16	0.2653	0.58588	1	10408	7	-0.14988	0.15559	0.43495	1	8361	5	-0.14988	-1.23440831797435	1650.5	0.0851712204948092
MASP2	ENSG00000009724	MASP2	10747	MASP2	Stim	16	0.17876	0.46448	1	8145	6	-0.041565	0.52353	0.81818	1	15425	6	-0.041565	-0.326629660842957	6145	0.317338980424565
MAST1	ENSG00000105613	MAST1	22983	MAST1	Stim	16	0.37618	0.6959	1	12541	5	0.094982	0.070218	0.25868	0.971833	5115	8	0.094982	0.817758949186318	16010	0.826868446877744
MAST2	ENSG00000086015	MAST2	23139	MAST2	Stim	16	0.081501	0.2795	1	4822	5	0.10961	0.0027954	0.019398	0.753775	496	8	0.10961	0.940354953401045	16711.5	0.863075254377357
MAST3	ENSG00000099308	MAST3	23031	MAST3	Stim	16	0.7857	0.9353	1	17654	4	0.12191	0.1515	0.42739	1	8224	7	0.12191	1.04344019074321	17186	0.887609111099633
MAST4	ENSG00000069020	MAST4	375449	MAST4	Stim	16	0.079872	0.27567	1	4770	4	0.01524	0.073725	0.26785	0.971833	5304	6	0.01524	0.149448136492122	10521	0.543360363617582
MASTL	ENSG00000120539	MASTL	84930	MASTL	Stim	16	0.086448	0.29091	1	5020	7	-0.025225	0.26837	0.59195	1	11299	5	-0.025225	-0.189685532536378	7294	0.376685088580135
MAT1A	ENSG00000151224	MAT1A	4143	MAT1A	Stim	16	0.096593	0.31386	1	5421	7	-0.090038	0.64219	0.8786	1	16615	5	-0.090038	-0.732877686020727	3432	0.177211920871856
MAT2A	ENSG00000168906	MAT2A	4144	MAT2A	Stim	16	0.1025	0.32691	1	5657	6	0.024537	0.24449	0.56193	1	10747	6	0.024537	0.227365490278307	11252	0.581116677857549
MAT2B	ENSG00000038274	MAT2B	27430	MAT2B	Stim	16	0.078054	0.27143	1	4684	6	-0.023268	0.33033	0.66397	1	12620	4	-0.023268	-0.173284084611288	7446	0.384535922731264
MATK	ENSG00000007264	MATK	4145	MATK	Stim	16	0.63761	0.87323	1	16238	1	0.11619	0.069991	0.25808	0.971833	5095	8	0.11619	0.995501364922299	16981	0.876969164815867
MATN1	ENSG00000162510	MATN1	4146	MATN1	Stim	12	0.057197	0.20101	1	3886	1	0.069658	0.039738	0.15475	0.953641	3395	5	0.069658	0.605520693051937	14603	0.754196580755126
MATN2	ENSG00000132561	MATN2	4147	MATN2	Stim	16	0.74661	0.92059	1	17300	2	0.06347	0.090747	0.30566	0.983499	5997	6	0.06347	0.553659599663865	14154	0.73100562987449
MATN3	ENSG00000132031	MATN3	4148	MATN3	Stim	16	0.2365	0.54741	1	9678	6	0.076734	0.024619	0.11898	0.93722	2449	7	0.076734	0.664824037721298	15042	0.776871029388978
MATN4	ENSG00000124159	MATN4	8785	MATN4	Stim	16	0.039725	0.16704	1	3017	5	0.066776	0.048694	0.19656	0.969961	3900	5	0.066776	0.581366900042172	14396	0.743504984246681
MATR3	ENSG00000015479	MATR3	9782	MATR3	Stim	16	0.075677	0.26593	1	4604	7	-0.062119	0.15563	0.43503	1	8364	7	-0.062119	-0.498890959081231	4845	0.250193688342544
MAU2	ENSG00000129933	MAU2	23383	MAU2	Stim	16	0.060154	0.22826	1	4006	5	-0.067505	0.88746	0.97157	1	18493	1	-0.067505	-0.544030559758051	4541	0.234492020040287
MAVS	ENSG00000088888	MAVS	57506	MAVS	Stim	16	0.69891	0.90319	1	16928	2	0.052554	0.14039	0.40642	0.998283	7860	8	0.052554	0.462173546751098	13376	0.690821755074635
MAX	ENSG00000125952	MAX	4149	MAX	Stim	16	0.032729	0.14387	1	2665	8	-0.14819	0.53865	0.82635	1	15608	5	-0.14819	-1.22024457398181	1688	0.0871339290325913
MAZ	ENSG00000103495	MAZ	4150	MAZ	Stim	16	0.076612	0.26806	1	4641	4	0.027421	0.19191	0.49158	1	9431	7	0.027421	0.251536045115282	11470	0.592376426837457
MB	ENSG00000198125	MB	4151	MB	Stim	16	0.08757	0.29352	1	5053	5	-0.033618	0.48864	0.79239	1	14922	5	-0.033618	-0.260026540423594	6710	0.346521357367905
MB21D1	ENSG00000164430	CGAS	115004	CGAS	Stim	16	0.089879	0.29881	1	5150	8	-0.062105	0.59564	0.8554	1	16190	4	-0.062105	-0.498773626290761	4847	0.250296988791901
MB21D2	ENSG00000180611	MB21D2	151963	MB21D2	Stim	16	0.44058	0.75221	1	13717	6	-0.063516	0.032314	0.14513	0.943621	2963	6	-0.063516	-0.510599095387492	4759	0.245751769020195
MBD1	ENSG00000141644	MBD1	4152	MBD1	Stim	16	0.65483	0.88267	1	16466	5	0.039823	0.033564	0.14923	0.948678	3029	6	0.039823	0.355476135645158	12383	0.639533081968907
MBD2	ENSG00000134046	MBD2	8932	MBD2	Stim	16	0.86697	0.96332	1	18335	3	0.1635	0.0020107	0.014663	0.748148	378	11	0.1635	1.39200238757739	18376	0.949072878467021
MBD3	ENSG00000071655	MBD3	53615	MBD3	Stim	16	0.078897	0.27343	1	4720	6	-0.080877	0.39058	0.71507	1	13527	6	-0.080877	-0.65610013648483	3850	0.198801714787459
MBD3L1	ENSG00000170948	MBD3L1	85509	MBD3L1	Stim	16	0.73196	0.91521	1	17161	3	0.090104	0.061214	0.23347	0.971833	4612	8	0.090104	0.776876852620866	15765	0.814214141831517
MBD3L2	ENSG00000230522	MBD3L2	125997	MBD3L2	Stim	16	0.11471	0.35319	1	6128	6	-0.0002543	0.13523	0.3965	0.996433	7688	5	-0.0002543	0.0195917468213375	9261	0.4782810805227
MBD3L3	ENSG00000182315	MBD3L3	653657	MBD3L3	Stim	16	0.19344	0.48624	1	8564	6	0.082558	0.17919	0.4738	1	9079	7	0.082558	0.713634478557131	15387	0.794690356903053
MBD3L4	ENSG00000205718	MBD3L4	653656	MBD3L4	Stim	16	0.60185	0.85353	1	15805	5	0.056005	0.15137	0.42716	1	8222	7	0.056005	0.491096079602138	13628	0.703837611693611
MBD3L5	ENSG00000237247	MBD3L5	284428	MBD3L5	Stim	16	0.59851	0.85165	1	15769	3	0.19448	0.0024715	0.017453	0.753775	445	11	0.19448	1.65164309106196	18818	0.971902277774908
MBD4	ENSG00000129071	MBD4	8930	MBD4	Stim	16	0.17376	0.45699	1	8017	5	0.087621	0.11089	0.34821	0.989726	6783	7	0.087621	0.756067044139518	15638.5	0.80765456329735
MBD5	ENSG00000204406	MBD5	55777	MBD5	Stim	16	0.36495	0.68563	1	12341	6	-0.062586	0.0069883	0.04295	0.835193	987	4	-0.062586	-0.502804845734792	4823	0.249057383399618
MBD6	ENSG00000166987	MBD6	114785	MBD6	Stim	16	0.036915	0.15778	1	2861	6	-0.051025	0.074921	0.27054	0.971833	5363	6	-0.051025	-0.405913103546765	5487	0.283353132586127
MBIP	ENSG00000151332	MBIP	51562	MBIP	Stim	16	0.36498	0.68566	1	12342	4	-0.021245	0.47471	0.78185	1	14732	5	-0.021245	-0.156329496388264	7613	0.39316151025257
MBL2	ENSG00000165471	MBL2	4153	MBL2	Stim	16	0.2088	0.50857	1	8986	7	-0.047786	0.82158	0.95064	1	18052	4	-0.047786	-0.378767324379996	5718	0.295284334486855
MBLAC1	ENSG00000214309	MBLAC1	255374	MBLAC1	Stim	16	0.60822	0.85715	1	15897	5	-0.0066127	0.086848	0.29711	0.982855	5833	4	-0.0066127	-0.0336974542450363	8773	0.453075770879603
MBLAC2	ENSG00000176055	MBLAC2	153364	MBLAC2	Stim	16	0.19969	0.49535	1	8745	4	-0.01207	0.42191	0.74056	1	13981	6	-0.01207	-0.0794346140618961	8362	0.431847528536749
MBNL1	ENSG00000152601	MBNL1	4154	MBNL1	Stim	16	0.063979	0.23769	1	4158	6	0.097949	0.074942	0.27059	0.971833	5365	7	0.097949	0.842625119852513	16146	0.833892877434017
MBNL2	ENSG00000139793	MBNL2	10150	MBNL2	Stim	12	0.036634	0.14294	1	2844	3	-0.097952	0.64366	0.85666	1	16629	2	-0.097952	-0.799204236291123	3116	0.160890449873457
MBNL3	ENSG00000076770	MBNL3	55796	MBNL3	Stim	16	0.090791	0.30087	1	5192	7	0.085729	0.051466	0.20485	0.971515	4061	8	0.085729	0.740210355598756	15541	0.802644491503538
MBOAT1	ENSG00000172197	MBOAT1	154141	MBOAT1	Stim	16	0.031662	0.14023	1	2608	9	-0.1372	0.63058	0.8728	1	16501	3	-0.1372	-1.12813833346227	1920	0.099116781157998
MBOAT2	ENSG00000143797	MBOAT2	129642	MBOAT2	Stim	16	0.16518	0.44384	1	7769	7	-0.089633	0.88556	0.97116	1	18487	3	-0.089633	-0.729483416010681	3454	0.178348225814782
MBOAT4	ENSG00000177669	MBOAT4	619373	MBOAT4	Stim	16	0.58161	0.84221	1	15561	4	0.11209	0.050582	0.20225	0.969961	4009	8	0.11209	0.961139619141578	16806	0.867930375497133
