id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Enrichment	pos.rank	neg.rank
FLG	ENSG00000143631	FLG	2312	FLG	0.054585	7934	10971
OR51G2	ENSG00000176893	OR51G2	81282	OR51G2	0.0546	7933	10972
SRP9	ENSG00000143742	SRP9	6726	SRP9	0.05483	7932	10973
FBXO15	ENSG00000141665	FBXO15	201456	FBXO15	0.054863	7931	10974
VAMP4	ENSG00000117533	VAMP4	8674	VAMP4	0.0548725	7930	10975
ANKRD45	ENSG00000183831	ANKRD45	339416	ANKRD45	0.054975	7928	10976
SLC25A3	ENSG00000075415	SLC25A3	5250	SLC25A3	0.054975	7929	10977
DLAT	ENSG00000150768	DLAT	1737	DLAT	0.055005	7927	10978
MRPS23	ENSG00000181610	MRPS23	51649	MRPS23	0.05503	7926	10979
MZT2A	ENSG00000173272	MZT2A	653784	MZT2A	0.05507	7925	10980
VOPP1	ENSG00000154978	VOPP1	81552	VOPP1	0.05524	7924	10981
HNRNPF	ENSG00000169813	HNRNPF	3185	HNRNPF	0.05525	7923	10982
COL4A3	ENSG00000169031	COL4A3	1285	COL4A3	0.055305	7922	10983
MYL1	ENSG00000168530	MYL1	4632	MYL1	0.05541	7921	10984
TMEM130	ENSG00000166448	TMEM130	222865	TMEM130	0.05543	7920	10985
TRAM1	ENSG00000067167	TRAM1	23471	TRAM1	0.055685	7919	10986
B9D1	ENSG00000108641	B9D1	27077	B9D1	0.055774	7918	10987
MARCH4	ENSG00000144583	MARCHF4	57574	MARCHF4	0.055835	7917	10988
RPS17	ENSG00000182774	RPS17	6218	RPS17	0.0559405	7916	10989
RBM34	ENSG00000188739	RBM34	23029	RBM34	0.05598	7915	10990
MGAM	ENSG00000257335	MGAM	8972	MGAM	0.056054	7914	10991
SPATS2L	ENSG00000196141	SPATS2L	26010	SPATS2L	0.056085	7913	10992
SLC6A17	ENSG00000197106	SLC6A17	388662	SLC6A17	0.0561499999999999	7912	10993
RILPL1	ENSG00000188026	RILPL1	353116	RILPL1	0.05622755	7911	10994
SLC38A2	ENSG00000134294	SLC38A2	54407	SLC38A2	0.05626	7910	10995
LGSN	ENSG00000146166	LGSN	51557	LGSN	0.05631	7909	10996
FADD	ENSG00000168040	FADD	8772	FADD	0.056355	7908	10997
GRM1	ENSG00000152822	GRM1	2911	GRM1	0.05643	7907	10998
ZNF503	ENSG00000165655	ZNF503	84858	ZNF503	0.056445	7906	10999
RNF146	ENSG00000118518	RNF146	81847	RNF146	0.056545	7905	11000
AKIRIN1	ENSG00000174574	AKIRIN1	79647	AKIRIN1	0.05658	7904	11001
ANKRD60	ENSG00000124227	ANKRD60	140731	ANKRD60	0.056625	7903	11002
ATMIN	ENSG00000166454	ATMIN	23300	ATMIN	0.056745	7902	11003
HOXD11	ENSG00000128713	HOXD11	3237	HOXD11	0.05678	7901	11004
SOWAHB	ENSG00000186212	SOWAHB	345079	SOWAHB	0.05683	7900	11005
ZIC3	ENSG00000156925	ZIC3	7547	ZIC3	0.05688	7899	11006
CST9	ENSG00000173335	CST9	128822	CST9	0.0569565	7898	11007
HMG20B	ENSG00000064961	HMG20B	10362	HMG20B	0.056981	7897	11008
OCLN	ENSG00000197822	OCLN	100506658	OCLN	0.05702	7896	11009
DDX18	ENSG00000088205	DDX18	8886	DDX18	0.057063	7895	11010
EFCAB2	ENSG00000203666	EFCAB2	84288	EFCAB2	0.057205	7894	11011
ZKSCAN2	ENSG00000155592	ZKSCAN2	342357	ZKSCAN2	0.0572441	7893	11012
DLX1	ENSG00000144355	DLX1	1745	DLX1	0.05725	7892	11013
CLEC4D	ENSG00000166527	CLEC4D	338339	CLEC4D	0.0572855	7891	11014
SARAF	ENSG00000133872	SARAF	51669	SARAF	0.057345	7890	11015
SUV39H2	ENSG00000152455	SUV39H2	79723	SUV39H2	0.0573845	7889	11016
TNFRSF10C	ENSG00000173535	TNFRSF10C	8794	TNFRSF10C	0.057433	7888	11017
OR8K1	ENSG00000150261	OR8K1	390157	OR8K1	0.057665	7887	11018
LAMP3	ENSG00000078081	LAMP3	27074	LAMP3	0.0576665	7886	11019
HHIPL1	ENSG00000182218	HHIPL1	84439	HHIPL1	0.057795	7885	11020
FLVCR1	ENSG00000162769	FLVCR1	28982	FLVCR1	0.0578000000000001	7884	11021
C9orf85	ENSG00000155621	C9orf85	138241	C9orf85	0.058015	7883	11022
MESP1	ENSG00000166823	MESP1	55897	MESP1	0.05802	7882	11023
GLRA4	ENSG00000188828	GLRA4	441509	GLRA4	0.05806	7881	11024
COL4A5	ENSG00000188153	COL4A5	1287	COL4A5	0.058125	7880	11025
CLVS1	ENSG00000177182	CLVS1	157807	CLVS1	0.058195	7879	11026
NSA2	ENSG00000164346	NSA2	10412	NSA2	0.05825	7878	11027
TPPP2	ENSG00000179636	TPPP2	122664	TPPP2	0.058255	7877	11028
FICD	ENSG00000198855	FICD	11153	FICD	0.058265	7876	11029
UBE2L6	ENSG00000156587	UBE2L6	9246	UBE2L6	0.058281	7875	11030
LEMD2	ENSG00000161904	LEMD2	221496	LEMD2	0.058285	7874	11031
RHOBTB2	ENSG00000008853	RHOBTB2	23221	RHOBTB2	0.05829	7873	11032
C9orf9	ENSG00000165698	SPACA9	11092	SPACA9	0.0582999999999999	7872	11033
OR2J2	ENSG00000204700	OR2J2	26707	OR2J2	0.058317	7871	11034
SHANK1	ENSG00000161681	SHANK1	50944	SHANK1	0.0584885	7870	11035
CXorf23	ENSG00000173681	BCLAF3	256643	BCLAF3	0.05855	7869	11036
KAT8	ENSG00000103510	KAT8	84148	KAT8	0.0588	7868	11037
TMEM236	ENSG00000148483	TMEM236	653567	TMEM236	0.058845	7867	11038
CACNA2D4	ENSG00000151062	CACNA2D4	93589	CACNA2D4	0.058947	7866	11039
FAM117B	ENSG00000138439	FAM117B	150864	FAM117B	0.059	7865	11040
ORC4	ENSG00000115947	ORC4	5000	ORC4	0.05926	7864	11041
PCDHGB4	ENSG00000253953	PCDHGB4	8641	PCDHGB4	0.059465	7863	11042
IER2	ENSG00000160888	IER2	9592	IER2	0.05965	7862	11043
PPIAL4A	ENSG00000263353	PPIAL4A	653505	PPIAL4A	0.059655	7861	11044
RHOQ	ENSG00000119729	RHOQ	23433	RHOQ	0.0596625	7860	11045
HUWE1	ENSG00000086758	HUWE1	10075	HUWE1	0.059705	7859	11046
QPCT	ENSG00000115828	QPCT	25797	QPCT	0.0598085	7858	11047
COPZ2	ENSG00000005243	COPZ2	51226	COPZ2	0.059835	7857	11048
EIF2B5	ENSG00000145191	EIF2B5	8893	EIF2B5	0.059925	7856	11049
CBFA2T2	ENSG00000078699	CBFA2T2	9139	CBFA2T2	0.059955	7855	11050
MYL10	ENSG00000106436	MYL10	93408	MYL10	0.059985	7854	11051
UBAP1L	ENSG00000246922	UBAP1L	390595	UBAP1L	0.0600505	7853	11052
RAMP2	ENSG00000131477	RAMP2	10266	RAMP2	0.0600745	7852	11053
DHDH	ENSG00000104808	DHDH	27294	DHDH	0.060105	7851	11054
USP27X	ENSG00000273820	USP27X	389856	USP27X	0.06037	7850	11055
DTX3L	ENSG00000163840	DTX3L	151636	DTX3L	0.0604	7849	11056
CTSH	ENSG00000103811	CTSH	1512	CTSH	0.06044	7848	11057
CAPN10	ENSG00000142330	CAPN10	11132	CAPN10	0.0604735	7847	11058
LRRC37A2	ENSG00000238083	LRRC37A2	474170	LRRC37A2	0.060505	7846	11059
COL26A1	ENSG00000160963	COL26A1	136227	COL26A1	0.060695	7845	11060
ALKBH7	ENSG00000125652	ALKBH7	84266	ALKBH7	0.0608495	7844	11061
R3HDM4	ENSG00000198858	R3HDM4	91300	R3HDM4	0.060877	7843	11062
LAX1	ENSG00000122188	LAX1	54900	LAX1	0.06092	7842	11063
PLXNB1	ENSG00000164050	PLXNB1	5364	PLXNB1	0.0609295	7841	11064
ARMCX1	ENSG00000126947	ARMCX1	51309	ARMCX1	0.06097	7840	11065
ADAT2	ENSG00000189007	ADAT2	134637	ADAT2	0.06102	7839	11066
C12orf57	ENSG00000111678	C12orf57	113246	C12orf57	0.061025	7838	11067
KIAA1586	ENSG00000168116	KIAA1586	57691	KIAA1586	0.061035	7837	11068
SSH2	ENSG00000141298	SSH2	85464	SSH2	0.061045	7836	11069
NELL1	ENSG00000165973	NELL1	4745	NELL1	0.061094	7835	11070
CBLN3	ENSG00000139899	CBLN3	643866	CBLN3	0.061095	7834	11071
RPL27	ENSG00000131469	RPL27	6155	RPL27	0.0611255	7833	11072
OSBPL11	ENSG00000144909	OSBPL11	114885	OSBPL11	0.06121	7832	11073
TPBGL	ENSG00000261594	TPBGL	100507050	TPBGL	0.061235	7831	11074
CCDC28B	ENSG00000160050	CCDC28B	79140	CCDC28B	0.06139	7830	11075
MRGBP	ENSG00000101189	MRGBP	55257	MRGBP	0.06149	7829	11076
AP5B1	ENSG00000254470	AP5B1	91056	AP5B1	0.061515	7828	11077
EMC9	ENSG00000100908	EMC9	51016	EMC9	0.061675	7827	11078
AIM1L	ENSG00000176092	CRYBG2	55057	CRYBG2	0.061925	7826	11079
PAPD5	ENSG00000121274	TENT4B	64282	TENT4B	0.062018	7825	11080
KLK4	ENSG00000167749	KLK4	9622	KLK4	0.06202	7823	11081
SLC26A10	ENSG00000135502	SLC26A10P	65012	SLC26A10P	0.06202	7824	11082
ZBTB7C	ENSG00000184828	ZBTB7C	201501	ZBTB7C	0.06205	7822	11083
ACBD4	ENSG00000181513	ACBD4	79777	ACBD4	0.0620515	7821	11084
CCR1	ENSG00000163823	CCR1	1230	CCR1	0.062131	7820	11085
PBX4	ENSG00000105717	PBX4	80714	PBX4	0.06217	7819	11086
UBASH3A	ENSG00000160185	UBASH3A	53347	UBASH3A	0.06223	7818	11087
CD46	ENSG00000117335	CD46	4179	CD46	0.062234	7817	11088
TP53RK	ENSG00000172315	TP53RK	112858	TP53RK	0.0623125	7816	11089
ATHL1	ENSG00000142102	PGGHG	80162	PGGHG	0.06238	7815	11090
ARL6	ENSG00000113966	ARL6	84100	ARL6	0.06255	7814	11091
NEDD4	ENSG00000069869	NEDD4	4734	NEDD4	0.06267	7813	11092
NOX3	ENSG00000074771	NOX3	50508	NOX3	0.0628	7812	11093
LENG8	ENSG00000167615	LENG8	114823	LENG8	0.062855	7811	11094
LSMEM2	ENSG00000179564	LSMEM2	132228	LSMEM2	0.062885	7810	11095
BPIFB1	ENSG00000125999	BPIFB1	92747	BPIFB1	0.06289	7809	11096
FAM218A	ENSG00000250486	FAM218A	152756	FAM218A	0.063005	7808	11097
PCDHA13	ENSG00000239389	PCDHA13	56136	PCDHA13	0.063057	7807	11098
KIAA0930	ENSG00000100364	KIAA0930	23313	KIAA0930	0.0630875	7806	11099
DEPDC5	ENSG00000100150	DEPDC5	9681	DEPDC5	0.06311	7805	11100
TNF	ENSG00000232810	TNF	7124	TNF	0.063175	7804	11101
ZDHHC24	ENSG00000174165	ZDHHC24	254359	ZDHHC24	0.063245	7803	11102
SIGMAR1	ENSG00000147955	SIGMAR1	10280	SIGMAR1	0.06325185	7802	11103
WBP2NL	ENSG00000183066	WBP2NL	164684	WBP2NL	0.0633	7801	11104
PPP1R3C	ENSG00000119938	PPP1R3C	5507	PPP1R3C	0.063435	7800	11105
SALL4	ENSG00000101115	SALL4	57167	SALL4	0.06345	7799	11106
INMT	ENSG00000241644	INMT	11185	INMT	0.063536	7798	11107
DOK5	ENSG00000101134	DOK5	55816	DOK5	0.06362	7797	11108
UPF2	ENSG00000151461	UPF2	26019	UPF2	0.063691	7796	11109
OIT3	ENSG00000138315	OIT3	170392	OIT3	0.0637595	7795	11110
SIGLEC14	ENSG00000254415	SIGLEC14	100049587	SIGLEC14	0.063773	7794	11111
SLC46A3	ENSG00000139508	SLC46A3	283537	SLC46A3	0.06384	7793	11112
CCL21	ENSG00000137077	CCL21	6366	CCL21	0.0639135	7792	11113
KRT73	ENSG00000186049	KRT73	319101	KRT73	0.063955	7790	11114
SLC22A4	ENSG00000197208	SLC22A4	6583	SLC22A4	0.063955	7791	11115
DCTPP1	ENSG00000179958	DCTPP1	79077	DCTPP1	0.063995	7789	11116
CST5	ENSG00000170367	CST5	1473	CST5	0.064	7788	11117
ELF1	ENSG00000120690	ELF1	1997	ELF1	0.0641635	7787	11118
CADM4	ENSG00000105767	CADM4	199731	CADM4	0.064178	7786	11119
FAM63B	ENSG00000128923	MINDY2	54629	MINDY2	0.06423	7785	11120
LTC4S	ENSG00000213316	LTC4S	4056	LTC4S	0.0643115	7784	11121
NOXO1	ENSG00000196408	NOXO1	124056	NOXO1	0.0645	7782	11122
TMEM169	ENSG00000163449	TMEM169	92691	TMEM169	0.0645	7783	11123
ANAPC5	ENSG00000089053	ANAPC5	51433	ANAPC5	0.0645445	7781	11124
EOGT	ENSG00000163378	EOGT	285203	EOGT	0.064615	7780	11125
UGT1A6	ENSG00000167165	UGT1A6	54578	UGT1A6	0.06462	7779	11126
METTL7A	ENSG00000185432	TMT1A	25840	TMT1A	0.06463	7778	11127
TFF3	ENSG00000160180	TFF3	7033	TFF3	0.064695	7777	11128
SH3BP5	ENSG00000131370	SH3BP5	9467	SH3BP5	0.06478	7776	11129
VWC2	ENSG00000188730	VWC2	375567	VWC2	0.065105	7775	11130
SIX4	ENSG00000100625	SIX4	51804	SIX4	0.0652215	7774	11131
CTGF	ENSG00000118523	CCN2	1490	CCN2	0.06523475	7773	11132
ROGDI	ENSG00000067836	ROGDI	79641	ROGDI	0.06537	7772	11133
REV1	ENSG00000135945	REV1	51455	REV1	0.065495	7771	11134
TNFSF9	ENSG00000125657	TNFSF9	8744	TNFSF9	0.065523	7770	11135
DNAAF5	ENSG00000164818	DNAAF5	54919	DNAAF5	0.065645	7769	11136
ALK	ENSG00000171094	ALK	238	ALK	0.065705	7768	11137
OR2L13	ENSG00000196071	OR2L13	284521	OR2L13	0.06573	7767	11138
CABYR	ENSG00000154040	CABYR	26256	CABYR	0.065741	7766	11139
MPPE1	ENSG00000154889	MPPE1	65258	MPPE1	0.06577	7765	11140
DCANP1	ENSG00000251380	DCANP1	140947	DCANP1	0.06582	7764	11141
MAP7D2	ENSG00000184368	MAP7D2	256714	MAP7D2	0.0658725	7763	11142
PCSK5	ENSG00000099139	PCSK5	5125	PCSK5	0.065934	7762	11143
ANKRD61	ENSG00000157999	ANKRD61	100310846	ANKRD61	0.066015	7760	11144
KPNA6	ENSG00000025800	KPNA6	23633	KPNA6	0.066015	7761	11145
TXLNB	ENSG00000164440	TXLNB	167838	TXLNB	0.0661285	7759	11146
C2orf42	ENSG00000115998	C2orf42	54980	C2orf42	0.06613	7758	11147
ASB4	ENSG00000005981	ASB4	51666	ASB4	0.06614	7757	11148
SEH1L	ENSG00000085415	SEH1L	81929	SEH1L	0.0662844	7756	11149
QRICH1	ENSG00000198218	QRICH1	54870	QRICH1	0.0663105	7755	11150
DTX2	ENSG00000091073	DTX2	113878	DTX2	0.066372	7754	11151
CPNE3	ENSG00000085719	CPNE3	8895	CPNE3	0.0664	7753	11152
TUBB6	ENSG00000176014	TUBB6	84617	TUBB6	0.06642	7752	11153
ADAMTS16	ENSG00000145536	ADAMTS16	170690	ADAMTS16	0.06649	7751	11154
KDM4E	ENSG00000235268	KDM4E	390245	KDM4E	0.066551	7750	11155
ANG	ENSG00000214274	ANG	283	ANG	0.06662	7749	11156
CPA2	ENSG00000158516	CPA2	1358	CPA2	0.0668	7748	11157
ATRN	ENSG00000088812	ATRN	8455	ATRN	0.066955	7747	11158
MAP2K4	ENSG00000065559	MAP2K4	6416	MAP2K4	0.06696	7746	11159
DNMT1	ENSG00000130816	DNMT1	1786	DNMT1	0.066965	7745	11160
KIAA0513	ENSG00000135709	KIAA0513	9764	KIAA0513	0.06698	7744	11161
MCEMP1	ENSG00000183019	MCEMP1	199675	MCEMP1	0.06714	7743	11162
DAND5	ENSG00000179284	DAND5	199699	DAND5	0.067375	7742	11163
GPR176	ENSG00000166073	GPR176	11245	GPR176	0.067395	7741	11164
LACC1	ENSG00000179630	LACC1	144811	LACC1	0.06745	7740	11165
SENP8	ENSG00000166192	SENP8	123228	SENP8	0.067661	7739	11166
NPSR1	ENSG00000187258	NPSR1	387129	NPSR1	0.067725	7738	11167
KLHL41	ENSG00000239474	KLHL41	10324	KLHL41	0.06776	7737	11168
ACE2	ENSG00000130234	ACE2	59272	ACE2	0.067765	7736	11169
CHD7	ENSG00000171316	CHD7	55636	CHD7	0.0677975	7735	11170
SETD1A	ENSG00000099381	SETD1A	9739	SETD1A	0.06784	7734	11171
BTBD10	ENSG00000148925	BTBD10	84280	BTBD10	0.067865	7733	11172
CACNG7	ENSG00000105605	CACNG7	59284	CACNG7	0.06804	7732	11173
POU3F4	ENSG00000196767	POU3F4	5456	POU3F4	0.06806	7731	11174
ABCA3	ENSG00000167972	ABCA3	21	ABCA3	0.0681	7730	11175
ARRDC2	ENSG00000105643	ARRDC2	27106	ARRDC2	0.068133	7729	11176
HAND1	ENSG00000113196	HAND1	9421	HAND1	0.06821	7728	11177
KIAA1467	ENSG00000084444	FAM234B	57613	FAM234B	0.06829	7727	11178
ANKRD33	ENSG00000167612	ANKRD33	341405	ANKRD33	0.068295	7726	11179
NCEH1	ENSG00000144959	NCEH1	57552	NCEH1	0.068306	7725	11180
TCP11	ENSG00000124678	TCP11	6954	TCP11	0.068377	7724	11181
TSPO2	ENSG00000112212	TSPO2	222642	TSPO2	0.068455	7723	11182
IL6	ENSG00000136244	IL6	3569	IL6	0.06853	7722	11183
TTC21A	ENSG00000168026	TTC21A	199223	TTC21A	0.068545	7721	11184
FAM101A	ENSG00000178882	RFLNA	144347	RFLNA	0.068795	7720	11185
KIAA1191	ENSG00000122203	KIAA1191	57179	KIAA1191	0.068885	7719	11186
STAP1	ENSG00000035720	STAP1	26228	STAP1	0.0689	7718	11187
WDR24	ENSG00000127580	WDR24	84219	WDR24	0.069034	7717	11188
PSMG2	ENSG00000128789	PSMG2	56984	PSMG2	0.06913	7716	11189
RPL36	ENSG00000130255	RPL36	25873	RPL36	0.0691575	7715	11190
DEFA6	ENSG00000164822	DEFA6	1671	DEFA6	0.069185	7714	11191
TRIM65	ENSG00000141569	TRIM65	201292	TRIM65	0.069218	7713	11192
WDR81	ENSG00000167716	WDR81	124997	WDR81	0.06925	7712	11193
BGLAP	ENSG00000242252	BGLAP	632	BGLAP	0.0694635	7711	11194
SDC3	ENSG00000162512	SDC3	9672	SDC3	0.069765	7710	11195
CPPED1	ENSG00000103381	CPPED1	55313	CPPED1	0.06985	7709	11196
HOXB13	ENSG00000159184	HOXB13	10481	HOXB13	0.069947	7708	11197
HPS1	ENSG00000107521	HPS1	3257	HPS1	0.07013	7707	11198
FASTKD5	ENSG00000215251	FASTKD5	60493	FASTKD5	0.070335	7706	11199
GATA1	ENSG00000102145	GATA1	2623	GATA1	0.070354	7705	11200
TMEM205	ENSG00000105518	TMEM205	374882	TMEM205	0.070395	7704	11201
CHRAC1	ENSG00000104472	CHRAC1	54108	CHRAC1	0.0704	7703	11202
TPRG1L	ENSG00000158109	TPRG1L	127262	TPRG1L	0.07052	7702	11203
GRIA3	ENSG00000125675	GRIA3	2892	GRIA3	0.07053	7701	11204
GPR25	ENSG00000170128	GPR25	2848	GPR25	0.070695	7700	11205
ACER3	ENSG00000078124	ACER3	55331	ACER3	0.070715	7699	11206
PDE6B	ENSG00000133256	PDE6B	5158	PDE6B	0.07086	7698	11207
ABCC12	ENSG00000140798	ABCC12	94160	ABCC12	0.070920285	7697	11208
F2RL3	ENSG00000127533	F2RL3	9002	F2RL3	0.071046	7696	11209
ANKRD27	ENSG00000105186	ANKRD27	84079	ANKRD27	0.07105	7695	11210
UBTF	ENSG00000108312	UBTF	7343	UBTF	0.0711025	7694	11211
ELL	ENSG00000105656	ELL	8178	ELL	0.07112	7693	11212
STIP1	ENSG00000168439	STIP1	10963	STIP1	0.071335	7692	11213
CLOCK	ENSG00000134852	CLOCK	9575	CLOCK	0.0716925	7691	11214
PCDHGA10	ENSG00000253846	PCDHGA10	56106	PCDHGA10	0.071695	7690	11215
GAD2	ENSG00000136750	GAD2	2572	GAD2	0.071745	7689	11216
N4BP3	ENSG00000145911	N4BP3	23138	N4BP3	0.071775	7688	11217
COL2A1	ENSG00000139219	COL2A1	1280	COL2A1	0.072005	7687	11218
ACOX3	ENSG00000087008	ACOX3	8310	ACOX3	0.07207	7686	11219
SPATA25	ENSG00000149634	SPATA25	128497	SPATA25	0.072125	7685	11220
MAGEB18	ENSG00000176774	MAGEB18	286514	MAGEB18	0.072345	7684	11221
ACADM	ENSG00000117054	ACADM	34	ACADM	0.072495	7683	11222
CDC25C	ENSG00000158402	CDC25C	995	CDC25C	0.07253	7682	11223
PRSS46	ENSG00000261603	PRSS46P	100287362	PRSS46P	0.0727	7681	11224
C16orf91	ENSG00000174109	UQCC4	283951	UQCC4	0.072735	7680	11225
BTF3	ENSG00000145741	BTF3	689	BTF3	0.07278	7679	11226
NUFIP2	ENSG00000108256	NUFIP2	57532	NUFIP2	0.072795	7678	11227
APAF1	ENSG00000120868	APAF1	317	APAF1	0.073135	7677	11228
EPHB1	ENSG00000154928	EPHB1	2047	EPHB1	0.07318	7676	11229
HDDC2	ENSG00000111906	HDDC2	51020	HDDC2	0.0732025	7675	11230
PLAC8	ENSG00000145287	PLAC8	51316	PLAC8	0.073235	7674	11231
OPALIN	ENSG00000197430	OPALIN	93377	OPALIN	0.073345	7673	11232
KCNJ15	ENSG00000157551	KCNJ15	3772	KCNJ15	0.0733499999999999	7672	11233
NLRP13	ENSG00000173572	NLRP13	126204	NLRP13	0.073395	7671	11234
RNASE13	ENSG00000206150	RNASE13	440163	RNASE13	0.0734	7670	11235
CEBPE	ENSG00000092067	CEBPE	1053	CEBPE	0.073512	7669	11236
DDB1	ENSG00000167986	DDB1	1642	DDB1	0.07381	7668	11237
ITGB8	ENSG00000105855	ITGB8	3696	ITGB8	0.073895	7667	11238
LRRC27	ENSG00000148814	LRRC27	80313	LRRC27	0.0739565	7666	11239
ZNF506	ENSG00000081665	ZNF506	440515	ZNF506	0.073985	7665	11240
COLGALT2	ENSG00000198756	COLGALT2	23127	COLGALT2	0.07404	7664	11241
NOV	ENSG00000136999	CCN3	4856	CCN3	0.074215	7663	11242
RTP2	ENSG00000198471	RTP2	344892	RTP2	0.07427	7662	11243
DTNB	ENSG00000138101	DTNB	1838	DTNB	0.07428	7661	11244
FHL2	ENSG00000115641	FHL2	2274	FHL2	0.074405	7660	11245
CCR9	ENSG00000173585	CCR9	10803	CCR9	0.07441	7659	11246
KLRG2	ENSG00000188883	KLRG2	346689	KLRG2	0.074426	7658	11247
SPPL2B	ENSG00000005206	SPPL2B	56928	SPPL2B	0.07445	7657	11248
IK	ENSG00000113141	IK	3550	IK	0.07446965	7656	11249
TNFSF12	ENSG00000239697	TNFSF12	8742	TNFSF12	0.074525	7655	11250
SLC24A3	ENSG00000185052	SLC24A3	57419	SLC24A3	0.074645	7654	11251
TFAM	ENSG00000108064	TFAM	7019	TFAM	0.074732	7653	11252
CER1	ENSG00000147869	CER1	9350	CER1	0.074785	7652	11253
PCDHGA12	ENSG00000253159	PCDHGA12	26025	PCDHGA12	0.0748	7651	11254
ALDH8A1	ENSG00000118514	ALDH8A1	64577	ALDH8A1	0.074845	7649	11255
MMP10	ENSG00000166670	MMP10	4319	MMP10	0.074845	7650	11256
SLC4A10	ENSG00000144290	SLC4A10	57282	SLC4A10	0.0750500000000001	7648	11257
C11orf54	ENSG00000182919	C11orf54	28970	C11orf54	0.07507	7647	11258
PHACTR4	ENSG00000204138	PHACTR4	65979	PHACTR4	0.0750895	7646	11259
SEZ6L2	ENSG00000174938	SEZ6L2	26470	SEZ6L2	0.07517	7645	11260
GPR132	ENSG00000183484	GPR132	29933	GPR132	0.075175	7644	11261
FRMD4B	ENSG00000114541	FRMD4B	23150	FRMD4B	0.07525	7643	11262
JUN	ENSG00000177606	JUN	3725	JUN	0.07567	7642	11263
FAM183A	ENSG00000186973	CFAP144	440585	CFAP144	0.075702	7641	11264
CARD10	ENSG00000100065	CARD10	29775	CARD10	0.07578	7640	11265
BCL6	ENSG00000113916	BCL6	604	BCL6	0.07595	7639	11266
ACOX1	ENSG00000161533	ACOX1	51	ACOX1	0.076035	7638	11267
OR7G2	ENSG00000170923	OR7G2	390882	OR7G2	0.07605	7637	11268
ADHFE1	ENSG00000147576	ADHFE1	137872	ADHFE1	0.07613	7635	11269
PPP1R18	ENSG00000146112	PPP1R18	170954	PPP1R18	0.07613	7636	11270
RNF123	ENSG00000164068	RNF123	63891	RNF123	0.076155	7634	11271
PRR19	ENSG00000188368	PRR19	284338	PRR19	0.07621	7633	11272
PET117	ENSG00000232838	PET117	100303755	PET117	0.0762395	7632	11273
PLEKHH1	ENSG00000054690	PLEKHH1	57475	PLEKHH1	0.0762425	7631	11274
DHX38	ENSG00000140829	DHX38	9785	DHX38	0.0763	7630	11275
GNPTG	ENSG00000090581	GNPTG	84572	GNPTG	0.0764	7629	11276
TNPO3	ENSG00000064419	TNPO3	23534	TNPO3	0.07644	7628	11277
GPSM3	ENSG00000213654	GPSM3	63940	GPSM3	0.076506	7627	11278
ANKFN1	ENSG00000153930	ANKFN1	162282	ANKFN1	0.076535	7626	11279
DISP2	ENSG00000140323	DISP2	85455	DISP2	0.076585	7625	11280
CCDC42B	ENSG00000186710	CFAP73	387885	CFAP73	0.076745	7624	11281
PRCD	ENSG00000214140	PRCD	768206	PRCD	0.07694	7623	11282
C19orf71	ENSG00000183397	TEKTIP1	100128569	TEKTIP1	0.07695	7622	11283
ADCY2	ENSG00000078295	ADCY2	108	ADCY2	0.07704	7621	11284
SVIL	ENSG00000197321	SVIL	6840	SVIL	0.077125	7620	11285
HIST1H1A	ENSG00000124610	H1-1	3024	H1-1	0.07725	7619	11286
CCDC28A	ENSG00000024862	CCDC28A	25901	CCDC28A	0.07730385	7618	11287
ATP13A4	ENSG00000127249	ATP13A4	84239	ATP13A4	0.077394	7617	11288
SLC45A1	ENSG00000162426	SLC45A1	50651	SLC45A1	0.07749	7616	11289
GOLGA6L2	ENSG00000174450	GOLGA6L2	283685	GOLGA6L2	0.0774985	7615	11290
MRPL51	ENSG00000111639	MRPL51	51258	MRPL51	0.077565	7614	11291
EIF1AD	ENSG00000175376	EIF1AD	84285	EIF1AD	0.0778	7613	11292
MIB2	ENSG00000197530	MIB2	142678	MIB2	0.077895	7612	11293
C10orf113	ENSG00000078114	NEBL	10529	NEBL	0.0779665	7611	11294
SC5D	ENSG00000109929	SC5D	6309	SC5D	0.0780275	7610	11295
HMGA1	ENSG00000137309	HMGA1	3159	HMGA1	0.07825	7609	11296
OR2M3	ENSG00000228198	OR2M3	127062	OR2M3	0.078265	7608	11297
WNT3A	ENSG00000154342	WNT3A	89780	WNT3A	0.0783	7607	11298
SERPINA9	ENSG00000170054	SERPINA9	327657	SERPINA9	0.07835	7606	11299
FZD2	ENSG00000180340	FZD2	2535	FZD2	0.07839565	7605	11300
HDGFRP2	ENSG00000167674	HDGFL2	84717	HDGFL2	0.0784025	7604	11301
FRS2	ENSG00000166225	FRS2	10818	FRS2	0.078475	7603	11302
ZMYND12	ENSG00000066185	ZMYND12	84217	ZMYND12	0.07855605	7602	11303
HEATR5A	ENSG00000129493	HEATR5A	25938	HEATR5A	0.078745	7601	11304
LAGE3	ENSG00000196976	LAGE3	8270	LAGE3	0.07882	7600	11305
RADIL	ENSG00000157927	RADIL	55698	RADIL	0.078855	7599	11306
CRYBG3	ENSG00000080200	CRYBG3	131544	CRYBG3	0.078925	7598	11307
SLCO2A1	ENSG00000174640	SLCO2A1	6578	SLCO2A1	0.07894	7597	11308
CFH	ENSG00000000971	CFH	3075	CFH	0.078965	7596	11309
